"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","WarningsEng"
"1","Echinopsis_calorubra",0.9,"654625","Echinopsis calorubra",1,"species","","",NA,"Cárdenas","Cactaceae","Echinopsis","Echinopsis",1,"calorubra","calorubra",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/3d41b617-c7a4-47c0-9250-13e30d469d9b/synonymy?highlite=d3dc8eb9-22fb-48d8-9554-0594b25e60f1&acceptedFor=d3dc8eb9-22fb-48d8-9554-0594b25e60f1#d3dc8eb9-22fb-48d8-9554-0594b25e60f1","","Y","Synonym","Lobivia calorubra","Lobivia calorubra","(Cárdenas) Rausch","1243988","species","https://caryophyllales.org/cdm_dataportal/taxon/3d41b617-c7a4-47c0-9250-13e30d469d9b","","Cactaceae","1","1","cact","0",""
"2","Echinopsis_rojasii",0.9,"654932","Echinopsis rojasii",1,"species","","",NA,"Cárdenas","Cactaceae","Echinopsis","Echinopsis",1,"rojasii","rojasii",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/259352ed-9691-421f-87a4-137cf205df39/synonymy?highlite=6f4d5ded-7bed-482c-975a-632afa8e95e0&acceptedFor=6f4d5ded-7bed-482c-975a-632afa8e95e0#6f4d5ded-7bed-482c-975a-632afa8e95e0","","Y","Synonym","Lobivia obrepanda","Lobivia obrepanda","(Salm-Dyck) Schlumpb.","1380087","species","https://caryophyllales.org/cdm_dataportal/taxon/259352ed-9691-421f-87a4-137cf205df39","","Cactaceae","1","1","cact","0",""
"3","Echinopsis_obrepanda",0.9,"654843","Echinopsis obrepanda",1,"species","","",NA,"(Salm-Dyck) K.Schum.","Cactaceae","Echinopsis","Echinopsis",1,"obrepanda","obrepanda",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/259352ed-9691-421f-87a4-137cf205df39/synonymy?highlite=836e6abf-b7b2-46cb-834a-e8ec48c2b00d&acceptedFor=836e6abf-b7b2-46cb-834a-e8ec48c2b00d#836e6abf-b7b2-46cb-834a-e8ec48c2b00d","","Y","Synonym","Lobivia obrepanda","Lobivia obrepanda","(Salm-Dyck) Schlumpb.","1380087","species","https://caryophyllales.org/cdm_dataportal/taxon/259352ed-9691-421f-87a4-137cf205df39","","Cactaceae","1","1","cact","0",""
"4","Echinopsis_oligotricha",0.9,"654851","Echinopsis oligotricha",1,"species","","",NA,"(Cárdenas) M.Lowry","Cactaceae","Echinopsis","Echinopsis",1,"oligotricha","oligotricha",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/d656beb4-3515-4ea0-b8fe-bd0bab497e54/synonymy?highlite=75d2789e-3b4b-4da3-8923-95150f967053&acceptedFor=75d2789e-3b4b-4da3-8923-95150f967053#75d2789e-3b4b-4da3-8923-95150f967053","","Y","Synonym","Lobivia taratensis","Lobivia taratensis","Cárdenas","1243833","species","https://caryophyllales.org/cdm_dataportal/taxon/d656beb4-3515-4ea0-b8fe-bd0bab497e54","","Cactaceae","1","1","cact","0",""
"5","Echinopsis_cardenasiana",0.9,"654631","Echinopsis cardenasiana",1,"species","","",NA,"(Rausch) H.Friedrich","Cactaceae","Echinopsis","Echinopsis",1,"cardenasiana","cardenasiana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/dad66b0c-4499-4a5f-b43f-3716f603e0af/synonymy?highlite=c51bdca2-be16-4c3a-a10b-c2b544dfac95&acceptedFor=c51bdca2-be16-4c3a-a10b-c2b544dfac95#c51bdca2-be16-4c3a-a10b-c2b544dfac95","","Y","Synonym","Lobivia cardenasiana","Lobivia cardenasiana","Rausch","1230473","species","https://caryophyllales.org/cdm_dataportal/taxon/dad66b0c-4499-4a5f-b43f-3716f603e0af","","Cactaceae","1","1","cact","0",""
"6","Echinopsis_ancistrophora",0.9,"654557","Echinopsis ancistrophora",1,"species","","",NA,"Speg.","Cactaceae","Echinopsis","Echinopsis",1,"ancistrophora","ancistrophora",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/1addd397-6195-4c5a-aa42-a3d94b2be41f/synonymy?highlite=7b0bdca4-f1ef-4137-a4ed-a102e74836b9&acceptedFor=7b0bdca4-f1ef-4137-a4ed-a102e74836b9#7b0bdca4-f1ef-4137-a4ed-a102e74836b9","","Y","Synonym","Lobivia ancistrophora","Lobivia ancistrophora","(Speg.) Schlumpb.","1379864","species","https://caryophyllales.org/cdm_dataportal/taxon/1addd397-6195-4c5a-aa42-a3d94b2be41f","","Cactaceae","1","1","cact","0",""
"7","Echinopsis_chrysochete",0.9,"654649","Echinopsis chrysochete",1,"species","","",NA,"Werderm.","Cactaceae","Echinopsis","Echinopsis",1,"chrysochete","chrysochete",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/800d5c50-e54a-4857-804b-26bc2c812783/synonymy?highlite=e43bba83-bd4a-4c39-b271-bbef12ee0748&acceptedFor=e43bba83-bd4a-4c39-b271-bbef12ee0748#e43bba83-bd4a-4c39-b271-bbef12ee0748","","Y","Synonym","Lobivia chrysochete","Lobivia chrysochete","(Werderm.) Wessner","1266453","species","https://caryophyllales.org/cdm_dataportal/taxon/800d5c50-e54a-4857-804b-26bc2c812783","","Cactaceae","1","1","cact","0",""
"8","Echinopsis_ferox",0.9,"654724","Echinopsis ferox",1,"species","","",NA,"(Britton & Rose) Backeb.","Cactaceae","Echinopsis","Echinopsis",1,"ferox","ferox",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/2346d050-e66f-4684-8621-b65c6ae59a31/synonymy?highlite=7b54de9b-156d-4dfd-9dd7-092c6ceecfbe&acceptedFor=7b54de9b-156d-4dfd-9dd7-092c6ceecfbe#7b54de9b-156d-4dfd-9dd7-092c6ceecfbe","","Y","Synonym","Lobivia ferox","Lobivia ferox","Britton & Rose","1229331","species","https://caryophyllales.org/cdm_dataportal/taxon/2346d050-e66f-4684-8621-b65c6ae59a31","","Cactaceae","1","1","cact","0",""
"9","Echinopsis_pentlandii",0.9,"654873","Echinopsis pentlandii",1,"species","","",NA,"(Hook.) Salm-Dyck ex A.Dietr.","Cactaceae","Echinopsis","Echinopsis",1,"pentlandii","pentlandii",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/6d7f94ce-9861-4c22-9bbc-33be33ce67fa/synonymy?highlite=21956d8e-e4c0-4466-b4e4-c6b9dc346ffd&acceptedFor=21956d8e-e4c0-4466-b4e4-c6b9dc346ffd#21956d8e-e4c0-4466-b4e4-c6b9dc346ffd","","Y","Synonym","Lobivia pentlandii","Lobivia pentlandii","(Hook.) Britton & Rose","1270421","species","https://caryophyllales.org/cdm_dataportal/taxon/6d7f94ce-9861-4c22-9bbc-33be33ce67fa","","Cactaceae","1","1","cact","0",""
"10","Echinopsis_cinnabarina",0.9,"654650","Echinopsis cinnabarina",1,"species","","",NA,"(Hook.) Labour.","Cactaceae","Echinopsis","Echinopsis",1,"cinnabarina","cinnabarina",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/5205bd1c-78d1-48ac-a6c6-72f59a3cd7b2/synonymy?highlite=016adf87-7641-428d-8645-7eb85d67f4d1&acceptedFor=016adf87-7641-428d-8645-7eb85d67f4d1#016adf87-7641-428d-8645-7eb85d67f4d1","","Y","Synonym","Lobivia cinnabarina","Lobivia cinnabarina","(Hook.) Britton & Rose","1229326","species","https://caryophyllales.org/cdm_dataportal/taxon/5205bd1c-78d1-48ac-a6c6-72f59a3cd7b2","","Cactaceae","1","1","cact","0",""
"11","Echinopsis_lateritia",0.9,"654794","Echinopsis lateritia",1,"species","","",NA,"Gürke","Cactaceae","Echinopsis","Echinopsis",1,"lateritia","lateritia",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/6736f7d5-18b5-4069-8719-2b65198efdef/synonymy?highlite=7ffe1fe5-1976-4953-8b0f-04a89fbad7c2&acceptedFor=7ffe1fe5-1976-4953-8b0f-04a89fbad7c2#7ffe1fe5-1976-4953-8b0f-04a89fbad7c2","","Y","Synonym","Lobivia lateritia","Lobivia lateritia","(Gürke) Britton & Rose","1229339","species","https://caryophyllales.org/cdm_dataportal/taxon/6736f7d5-18b5-4069-8719-2b65198efdef","","Cactaceae","1","1","cact","0",""
"12","Echinopsis_pugionacantha",0.9,"654901","Echinopsis pugionacantha",1,"species","","",NA,"Rose & Boed.","Cactaceae","Echinopsis","Echinopsis",1,"pugionacantha","pugionacantha",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/c1390f74-70cd-4aa0-b076-a38a4d844065/synonymy?highlite=b4def4c7-6f5c-4d4c-839a-613e28a71e38&acceptedFor=b4def4c7-6f5c-4d4c-839a-613e28a71e38#b4def4c7-6f5c-4d4c-839a-613e28a71e38","","Y","Synonym","Lobivia pugionacantha","Lobivia pugionacantha","(Rose & Boed.) Backeb.","1229345","species","https://caryophyllales.org/cdm_dataportal/taxon/c1390f74-70cd-4aa0-b076-a38a4d844065","","Cactaceae","1","1","cact","0",""
"13","Echinopsis_schieliana",0.9,"654954","Echinopsis schieliana",1,"species","","",NA,"(Backeb.) D.R.Hunt","Cactaceae","Echinopsis","Echinopsis",1,"schieliana","schieliana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/6e51e427-ddde-4be3-997a-763e33f14889/synonymy?highlite=ac95f7c4-7337-4342-8d9d-cfc4cc24fa3f&acceptedFor=ac95f7c4-7337-4342-8d9d-cfc4cc24fa3f#ac95f7c4-7337-4342-8d9d-cfc4cc24fa3f","","Y","Synonym","Lobivia schieliana","Lobivia schieliana","Backeb.","1271824","species","https://caryophyllales.org/cdm_dataportal/taxon/6e51e427-ddde-4be3-997a-763e33f14889","","Cactaceae","1","1","cact","0",""
"14","Echinopsis_maximiliana",0.9,"654816","Echinopsis maximiliana",1,"species","","",NA,"Heyder ex A.Dietr.","Cactaceae","Echinopsis","Echinopsis",1,"maximiliana","maximiliana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/7cc1e9e2-3c93-4620-8800-7c923274ce4d/synonymy?highlite=61a92616-61b6-4c66-b7b0-c5bdc8060a07&acceptedFor=61a92616-61b6-4c66-b7b0-c5bdc8060a07#61a92616-61b6-4c66-b7b0-c5bdc8060a07","","Y","Synonym","Lobivia maximiliana","Lobivia maximiliana","(Heyder ex A.Dietr.) Backeb. ex Rausch","1266776","species","https://caryophyllales.org/cdm_dataportal/taxon/7cc1e9e2-3c93-4620-8800-7c923274ce4d","","Cactaceae","1","1","cact","0",""
"15","Echinopsis_tegeleriana",0.9,"654995","Echinopsis tegeleriana",1,"species","","",NA,"(Backeb.) D.R.Hunt","Cactaceae","Echinopsis","Echinopsis",1,"tegeleriana","tegeleriana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/33dea2cb-a141-4a06-b277-5335373269b3/synonymy?highlite=95620521-15e6-4a2b-9cea-6b8edb1e689d&acceptedFor=95620521-15e6-4a2b-9cea-6b8edb1e689d#95620521-15e6-4a2b-9cea-6b8edb1e689d","","Y","Synonym","Lobivia tegeleriana","Lobivia tegeleriana","Backeb.","1270499","species","https://caryophyllales.org/cdm_dataportal/taxon/33dea2cb-a141-4a06-b277-5335373269b3","","Cactaceae","1","1","cact","0",""
"16","Echinopsis_hertrichiana",0.9,"654765","Echinopsis hertrichiana",1,"species","","",NA,"(Backeb.) D.R.Hunt","Cactaceae","Echinopsis","Echinopsis",1,"hertrichiana","hertrichiana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/f182ca58-7b30-4288-8c71-db359b1171a4/synonymy?highlite=3501770d-565f-4e11-b7ea-5baf1985ed82&acceptedFor=3501770d-565f-4e11-b7ea-5baf1985ed82#3501770d-565f-4e11-b7ea-5baf1985ed82","","Y","Synonym","Lobivia hertrichiana","Lobivia hertrichiana","Backeb.","1270419","species","https://caryophyllales.org/cdm_dataportal/taxon/f182ca58-7b30-4288-8c71-db359b1171a4","","Cactaceae","1","1","cact","0",""
"17","Echinopsis_tiegeliana",0.9,"655005","Echinopsis tiegeliana",1,"species","","",NA,"(Wessner) D.R.Hunt","Cactaceae","Echinopsis","Echinopsis",1,"tiegeliana","tiegeliana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/ce4d036d-f2b9-40da-bca0-ef01691d448c/synonymy?highlite=7633560c-d0ad-4e47-b563-c8b637ad6685&acceptedFor=7633560c-d0ad-4e47-b563-c8b637ad6685#7633560c-d0ad-4e47-b563-c8b637ad6685","","Y","Synonym","Lobivia tiegeliana","Lobivia tiegeliana","Wessner","1272378","species","https://caryophyllales.org/cdm_dataportal/taxon/ce4d036d-f2b9-40da-bca0-ef01691d448c","","Cactaceae","1","1","cact","0",""
"18","Echinopsis_arachnacantha",0.9,"654570","Echinopsis arachnacantha",1,"species","","",NA,"(Buining & F.Ritter) H.Friedrich","Cactaceae","Echinopsis","Echinopsis",1,"arachnacantha","arachnacantha",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/4c305e8b-f4d9-4a3d-b85d-c6d89dedf2f8/synonymy?highlite=fcac5936-07a3-483c-8a51-91f13bad05fc&acceptedFor=fcac5936-07a3-483c-8a51-91f13bad05fc#fcac5936-07a3-483c-8a51-91f13bad05fc","","Y","Synonym","Lobivia arachnacantha","Lobivia arachnacantha","Buining & F.Ritter","1230467","species","https://caryophyllales.org/cdm_dataportal/taxon/4c305e8b-f4d9-4a3d-b85d-c6d89dedf2f8","","Cactaceae","1","1","cact","0",""
"19","Echinopsis_backebergii",0.9,"654600","Echinopsis backebergii",1,"species","","",NA,"Werderm.","Cactaceae","Echinopsis","Echinopsis",1,"backebergii","backebergii",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/96116435-4a89-4001-886b-ad457c3cbd9f/synonymy?highlite=cf418c6c-74e9-4264-899c-f52e946947e4&acceptedFor=cf418c6c-74e9-4264-899c-f52e946947e4#cf418c6c-74e9-4264-899c-f52e946947e4","","Y","Synonym","Lobivia backebergii","Lobivia backebergii","(Werderm.) Backeb.","1270639","species","https://caryophyllales.org/cdm_dataportal/taxon/96116435-4a89-4001-886b-ad457c3cbd9f","","Cactaceae","1","1","cact","0",""
"20","Echinopsis_tacaquirensis",0.9,"654983","Echinopsis tacaquirensis",1,"species","","",NA,"(Vaupel) H.Friedrich & G.D.Rowley","Cactaceae","Echinopsis","Echinopsis",1,"tacaquirensis","tacaquirensis",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/b93e417f-8e9a-496a-a630-9063939b5e69/synonymy?highlite=6abc746f-d07c-43e7-8aee-d46b9d884e10&acceptedFor=6abc746f-d07c-43e7-8aee-d46b9d884e10#6abc746f-d07c-43e7-8aee-d46b9d884e10","","Y","Synonym","Trichocereus tacaquirensis","Trichocereus tacaquirensis","(Vaupel) Cárdenas ex Backeb.","1247875","species","https://caryophyllales.org/cdm_dataportal/taxon/b93e417f-8e9a-496a-a630-9063939b5e69","","Cactaceae","1","1","cact","0",""
"21","Echinopsis_yuquina",0.9,"655039","Echinopsis yuquina",1,"species","","",NA,"D.R.Hunt","Cactaceae","Echinopsis","Echinopsis",1,"yuquina","yuquina",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/eec6f273-9db1-410c-9d77-705fc5d6b61d/synonymy?highlite=26e608f0-7357-41f1-bb28-b88ec0fe07c0&acceptedFor=26e608f0-7357-41f1-bb28-b88ec0fe07c0#26e608f0-7357-41f1-bb28-b88ec0fe07c0","","Y","Synonym","Lobivia rauschii","Lobivia rauschii","Zecher","1272379","species","https://caryophyllales.org/cdm_dataportal/taxon/eec6f273-9db1-410c-9d77-705fc5d6b61d","","Cactaceae","1","1","cact","0",""
"22","Echinopsis_caineana",0.9,"654618","Echinopsis caineana",1,"species","","",NA,"(Cárdenas) D.R.Hunt","Cactaceae","Echinopsis","Echinopsis",1,"caineana","caineana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/d66eda94-b164-4132-8497-083cecb0ecc6/synonymy?highlite=9de71daf-53c6-43ea-afa7-cd5b35a40b3c&acceptedFor=9de71daf-53c6-43ea-afa7-cd5b35a40b3c#9de71daf-53c6-43ea-afa7-cd5b35a40b3c","","Y","Synonym","Lobivia caineana","Lobivia caineana","Cárdenas","1270850","species","https://caryophyllales.org/cdm_dataportal/taxon/d66eda94-b164-4132-8497-083cecb0ecc6","","Cactaceae","1","1","cact","0",""
"23","Echinopsis_mamillosa",0.9,"654807","Echinopsis mamillosa",1,"species","","",NA,"Gürke","Cactaceae","Echinopsis","Echinopsis",1,"mamillosa","mamillosa",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/149b1377-fc10-4291-8d26-55e73cf3d432/synonymy?highlite=47ab61fe-0e95-48f5-89a4-b647ea8be4f7&acceptedFor=47ab61fe-0e95-48f5-89a4-b647ea8be4f7#47ab61fe-0e95-48f5-89a4-b647ea8be4f7","","Y","Synonym","Lobivia mamillosa","Lobivia mamillosa","(Gürke) Schlumpb.","1380067","species","https://caryophyllales.org/cdm_dataportal/taxon/149b1377-fc10-4291-8d26-55e73cf3d432","","Cactaceae","1","1","cact","0",""
"24","Echinopsis_strigosa",0.9,"654979","Echinopsis strigosa",1,"species","","",NA,"(Salm-Dyck) H.Friedrich & G.D.Rowley","Cactaceae","Echinopsis","Echinopsis",1,"strigosa","strigosa",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/3e94d766-8dc6-41fe-aa5e-d7f9a47e9e18/synonymy?highlite=707602ae-6756-4188-9264-e7074596da1b&acceptedFor=707602ae-6756-4188-9264-e7074596da1b#707602ae-6756-4188-9264-e7074596da1b","","Y","Synonym","Soehrensia strigosa","Soehrensia strigosa","(Salm-Dyck) Schlumpb.","1382597","species","https://caryophyllales.org/cdm_dataportal/taxon/3e94d766-8dc6-41fe-aa5e-d7f9a47e9e18","","Cactaceae","1","1","cact","0",""
"25","Echinopsis_huascha",0.9,"654770","Echinopsis huascha",1,"species","","",NA,"(F.A.C.Weber) H.Friedrich & G.D.Rowley","Cactaceae","Echinopsis","Echinopsis",1,"huascha","huascha",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/3e58d8a7-b5af-4cf4-96c3-334e24888811/synonymy?highlite=37ff8f89-80cb-44a2-aff1-3ac001c209e3&acceptedFor=37ff8f89-80cb-44a2-aff1-3ac001c209e3#37ff8f89-80cb-44a2-aff1-3ac001c209e3","","Y","Synonym","Soehrensia huascha","Soehrensia huascha","(F.A.C.Weber) Schlumpb.","1382590","species","https://caryophyllales.org/cdm_dataportal/taxon/3e58d8a7-b5af-4cf4-96c3-334e24888811","","Cactaceae","1","1","cact","0",""
"26","Echinopsis_rowleyi",0.9,"654936","Echinopsis rowleyi",1,"species","","",NA,"H.Friedrich","Cactaceae","Echinopsis","Echinopsis",1,"rowleyi","rowleyi",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/7346af66-42c0-4a09-9259-389e2ea2a5cd/synonymy?highlite=c382cfda-041a-4846-a21c-7ebf47977857&acceptedFor=c382cfda-041a-4846-a21c-7ebf47977857#c382cfda-041a-4846-a21c-7ebf47977857","","Y","Synonym","Soehrensia grandiflora","Soehrensia grandiflora","(Britton & Rose) Schlumpb.","1382588","species","https://caryophyllales.org/cdm_dataportal/taxon/7346af66-42c0-4a09-9259-389e2ea2a5cd","","Cactaceae","1","1","cact","0",""
"27","Echinopsis_candicans",0.9,"654628","Echinopsis candicans",1,"species","","",NA,"(Gillies ex Salm-Dyck) D.R.Hunt","Cactaceae","Echinopsis","Echinopsis",1,"candicans","candicans",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/b361d8f7-6ade-4e3f-9012-1136c5be409d/synonymy?highlite=0819e548-5a73-452b-b2b6-5319d3cf71ac&acceptedFor=0819e548-5a73-452b-b2b6-5319d3cf71ac#0819e548-5a73-452b-b2b6-5319d3cf71ac","","Y","Synonym","Soehrensia candicans","Soehrensia candicans","(Gillies ex Salm-Dyck) Schlumpb.","1382582","species","https://caryophyllales.org/cdm_dataportal/taxon/b361d8f7-6ade-4e3f-9012-1136c5be409d","","Cactaceae","1","1","cact","0",""
"28","Echinopsis_formosa",0.9,"654730","Echinopsis formosa",1,"species","","",NA,"(Pfeiff.) Jacobi ex Salm-Dyck","Cactaceae","Echinopsis","Echinopsis",1,"formosa","formosa",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/4369e2cf-11ee-4f39-bf7e-aec1d2f7bc51/synonymy?highlite=e8a55f70-45bf-4ef3-a912-06e12155475f&acceptedFor=e8a55f70-45bf-4ef3-a912-06e12155475f#e8a55f70-45bf-4ef3-a912-06e12155475f","","Y","Synonym","Soehrensia formosa","Soehrensia formosa","(Pfeiff.) Backeb.","433110","species","https://caryophyllales.org/cdm_dataportal/taxon/4369e2cf-11ee-4f39-bf7e-aec1d2f7bc51","","Cactaceae","1","1","cact","0",""
"29","Echinopsis_thelegona",0.9,"655000","Echinopsis thelegona",1,"species","","",NA,"(F.A.C.Weber) H.Friedrich & G.D.Rowley","Cactaceae","Echinopsis","Echinopsis",1,"thelegona","thelegona",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/02aebd8c-aaec-4e07-a700-b8f1d9bda699/synonymy?highlite=b6354336-639d-4022-b4a5-bb6103b53607&acceptedFor=b6354336-639d-4022-b4a5-bb6103b53607#b6354336-639d-4022-b4a5-bb6103b53607","","Y","Synonym","Soehrensia thelegona","Soehrensia thelegona","(F.A.C.Weber) Schlumpb.","1382599","species","https://caryophyllales.org/cdm_dataportal/taxon/02aebd8c-aaec-4e07-a700-b8f1d9bda699","","Cactaceae","1","1","cact","0",""
"30","Echinopsis_camarguensis",0.9,"654626","Echinopsis camarguensis",1,"species","","",NA,"(Cárdenas) H.Friedrich & G.D.Rowley","Cactaceae","Echinopsis","Echinopsis",1,"camarguensis","camarguensis",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/b928498b-e779-45ed-9249-4ce406b9e586/synonymy?highlite=53d1cb6d-a85d-4e24-85b1-ed93ad9db094&acceptedFor=53d1cb6d-a85d-4e24-85b1-ed93ad9db094#53d1cb6d-a85d-4e24-85b1-ed93ad9db094","","Y","Synonym","Soehrensia camarguensis","Soehrensia camarguensis","(Cárdenas) Schlumpb.","1382581","species","https://caryophyllales.org/cdm_dataportal/taxon/b928498b-e779-45ed-9249-4ce406b9e586","","Cactaceae","1","1","cact","0",""
"31","Echinopsis_angelesiae",0.9,"654567","Echinopsis angelesiae",1,"species","","",NA,"(R.Kiesling) G.D.Rowley","Cactaceae","Echinopsis","Echinopsis",1,"angelesiae","angelesiae",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/7452dc2a-8916-4fea-8cfc-359af2822a2a/synonymy?highlite=36937cf4-430e-4e1c-9ea8-ef3f32080fd4&acceptedFor=36937cf4-430e-4e1c-9ea8-ef3f32080fd4#36937cf4-430e-4e1c-9ea8-ef3f32080fd4","","Y","Synonym","Soehrensia angelesiae","Soehrensia angelesiae","(R.Kiesling) Schlumpb.","1382573","species","https://caryophyllales.org/cdm_dataportal/taxon/7452dc2a-8916-4fea-8cfc-359af2822a2a","","Cactaceae","1","1","cact","0",""
"32","Echinopsis_vasquezii",0.9,"655028","Echinopsis vasquezii",1,"species","","",NA,"(Rausch) G.D.Rowley","Cactaceae","Echinopsis","Echinopsis",1,"vasquezii","vasquezii",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/3e7e51ec-0fc0-4a27-a1ab-cb813585c424/synonymy?highlite=0bb70de3-4a3e-4d75-97de-e8e90a5bc991&acceptedFor=0bb70de3-4a3e-4d75-97de-e8e90a5bc991#0bb70de3-4a3e-4d75-97de-e8e90a5bc991","","Y","Synonym","Soehrensia vasquezii","Soehrensia vasquezii","(Rausch) Schlumpb.","1382601","species","https://caryophyllales.org/cdm_dataportal/taxon/3e7e51ec-0fc0-4a27-a1ab-cb813585c424","","Cactaceae","1","1","cact","0",""
"33","Echinopsis_hahniana",0.9,"654758","Echinopsis hahniana",1,"species","","",NA,"(Backeb.) R.S.Wallace","Cactaceae","Echinopsis","Echinopsis",1,"hahniana","hahniana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/499a08dc-96cd-436f-9696-76f9596ef520/synonymy?highlite=4509e5d5-f116-4842-97db-7effbf253db3&acceptedFor=4509e5d5-f116-4842-97db-7effbf253db3#4509e5d5-f116-4842-97db-7effbf253db3","","Y","Synonym","Soehrensia hahniana","Soehrensia hahniana","(Backeb.) Schlumpb.","1382589","species","https://caryophyllales.org/cdm_dataportal/taxon/499a08dc-96cd-436f-9696-76f9596ef520","","Cactaceae","1","1","cact","0",""
"34","Echinopsis_schickendantzii",0.9,"654953","Echinopsis schickendantzii",1,"species","","",NA,"F.A.C.Weber","Cactaceae","Echinopsis","Echinopsis",1,"schickendantzii","schickendantzii",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/53f5eb60-30d7-46d2-9e23-3787f77f3f53/synonymy?highlite=1a5f74c4-3259-4ab3-adb9-f49a7632d221&acceptedFor=1a5f74c4-3259-4ab3-adb9-f49a7632d221#1a5f74c4-3259-4ab3-adb9-f49a7632d221","","Y","Synonym","Soehrensia schickendantzii","Soehrensia schickendantzii","(F.A.C.Weber) Schlumpb.","1382595","species","https://caryophyllales.org/cdm_dataportal/taxon/53f5eb60-30d7-46d2-9e23-3787f77f3f53","","Cactaceae","1","1","cact","0",""
