"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","WarningsEng"
"403","Epiphyllum_cartagense",0.9,"662743","Epiphyllum cartagense",1,"species","","",NA,"(F.A.C.Weber) Britton & Rose","Cactaceae","Epiphyllum","Epiphyllum",1,"cartagense","cartagense",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/23d02559-cc0f-4c36-8867-9d2ee23dcfa9","","Y","Accepted","Epiphyllum cartagense","Epiphyllum cartagense","(F.A.C.Weber) Britton & Rose","662743","species","https://caryophyllales.org/cdm_dataportal/taxon/23d02559-cc0f-4c36-8867-9d2ee23dcfa9","","Cactaceae","1","1","cact","0",""
"404","Epiphyllum_baueri",0.9,"662736","Epiphyllum baueri",1,"species","","",NA,"Dorsch","Cactaceae","Epiphyllum","Epiphyllum",1,"baueri","baueri",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/efe4c16f-789c-4800-ae26-e44232ff6003","","Y","Accepted","Epiphyllum baueri","Epiphyllum baueri","Dorsch","662736","species","https://caryophyllales.org/cdm_dataportal/taxon/efe4c16f-789c-4800-ae26-e44232ff6003","","Cactaceae","1","1","cact","0",""
"405","Epiphyllum_pumilum",0.9,"662807","Epiphyllum pumilum",1,"species","","",NA,"Britton & Rose","Cactaceae","Epiphyllum","Epiphyllum",1,"pumilum","pumilum",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/81dad97c-7b17-4659-8bb4-2f8102105da4","","Y","Accepted","Epiphyllum pumilum","Epiphyllum pumilum","Britton & Rose","662807","species","https://caryophyllales.org/cdm_dataportal/taxon/81dad97c-7b17-4659-8bb4-2f8102105da4","","Cactaceae","1","1","cact","0",""
"406","Epiphyllum_oxypetalum",0.9,"662789","Epiphyllum oxypetalum",1,"species","","",NA,"(DC.) Haw.","Cactaceae","Epiphyllum","Epiphyllum",1,"oxypetalum","oxypetalum",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/5178592e-07dd-4a32-a2dc-21deb42e5c8b","","Y","Accepted","Epiphyllum oxypetalum","Epiphyllum oxypetalum","(DC.) Haw.","662789","species","https://caryophyllales.org/cdm_dataportal/taxon/5178592e-07dd-4a32-a2dc-21deb42e5c8b","","Cactaceae","1","1","cact","0",""
"407","Epiphyllum_thomasianum",0.9,"662831","Epiphyllum thomasianum",1,"species","","",NA,"(K.Schum.) Britton & Rose","Cactaceae","Epiphyllum","Epiphyllum",1,"thomasianum","thomasianum",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/dd4b00b1-22a1-48a7-9800-340beebeef18","","Y","Accepted","Epiphyllum thomasianum","Epiphyllum thomasianum","(K.Schum.) Britton & Rose","662831","species","https://caryophyllales.org/cdm_dataportal/taxon/dd4b00b1-22a1-48a7-9800-340beebeef18","","Cactaceae","1","1","cact","0",""
"408","Pseudorhipsalis_ramulosa",0.9,"392317","Pseudorhipsalis ramulosa",1,"species","","",NA,"(Salm-Dyck) Barthlott","Cactaceae","Pseudorhipsalis","Pseudorhipsalis",1,"ramulosa","ramulosa",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/1d3fd4c4-2cca-4604-a852-f437a63d880a/synonymy?highlite=7fb1270b-2dd7-4eeb-82b8-25e97071fad3&acceptedFor=7fb1270b-2dd7-4eeb-82b8-25e97071fad3#7fb1270b-2dd7-4eeb-82b8-25e97071fad3","","Y","Synonym","Kimnachia ramulosa subsp. ramulosa","Kimnachia ramulosa","","1383306","subspecies","https://caryophyllales.org/cdm_dataportal/taxon/1d3fd4c4-2cca-4604-a852-f437a63d880a","","Cactaceae","1","1","cact","0",""
"409","Pseudorhipsalis_alata",0.9,"1240690","Pseudorhipsalis alata",1,"species","","",NA,"(Sw.) Britton & Rose","Cactaceae","Pseudorhipsalis","Pseudorhipsalis",1,"alata","alata",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/ea361496-3390-4498-b183-16abb5e9612f","","Y","Accepted","Pseudorhipsalis alata","Pseudorhipsalis alata","(Sw.) Britton & Rose","1240690","species","https://caryophyllales.org/cdm_dataportal/taxon/ea361496-3390-4498-b183-16abb5e9612f","","Cactaceae","1","1","cact","0",""
"410","Pseudorhipsalis_himantoclada",0.9,"1269895","Pseudorhipsalis himantoclada",1,"species","","",NA,"(Rol.-Goss.) Britton & Rose","Cactaceae","Pseudorhipsalis","Pseudorhipsalis",1,"himantoclada","himantoclada",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/27c43b85-9770-408c-8365-56ff5819d9e7","","Y","Accepted","Pseudorhipsalis himantoclada","Pseudorhipsalis himantoclada","(Rol.-Goss.) Britton & Rose","1269895","species","https://caryophyllales.org/cdm_dataportal/taxon/27c43b85-9770-408c-8365-56ff5819d9e7","","Cactaceae","1","1","cact","0",""
"411","Pseudorhipsalis_lankesteri",0.9,"1272397","Pseudorhipsalis lankesteri",1,"species","","",NA,"(Kimnach) Barthlott","Cactaceae","Pseudorhipsalis","Pseudorhipsalis",1,"lankesteri","lankesteri",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/0ced1080-8159-42af-a4b6-ed5a635cb3bb","","Y","Accepted","Pseudorhipsalis lankesteri","Pseudorhipsalis lankesteri","(Kimnach) Barthlott","1272397","species","https://caryophyllales.org/cdm_dataportal/taxon/0ced1080-8159-42af-a4b6-ed5a635cb3bb","","Cactaceae","1","1","cact","0",""
"412","Pseudorhipsalis_amazonica",0.9,"393040","Pseudorhipsalis amazonica",1,"species","","",NA,"(K.Schum.) Ralf Bauer","Cactaceae","Pseudorhipsalis","Pseudorhipsalis",1,"amazonica","amazonica",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/70c19c99-b282-4ac2-8128-06d96f602b53","","Y","Accepted","Pseudorhipsalis amazonica","Pseudorhipsalis amazonica","(K.Schum.) Ralf Bauer","393040","species","https://caryophyllales.org/cdm_dataportal/taxon/70c19c99-b282-4ac2-8128-06d96f602b53","","Cactaceae","1","1","cact","0",""
"413","Pseudorhipsalis_acuminata",0.9,"1269799","Pseudorhipsalis acuminata",1,"species","","",NA,"Cufod.","Cactaceae","Pseudorhipsalis","Pseudorhipsalis",1,"acuminata","acuminata",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/9afa85da-4fce-4902-8ea6-7c71cfaf99f1","","Y","Accepted","Pseudorhipsalis acuminata","Pseudorhipsalis acuminata","Cufod.","1269799","species","https://caryophyllales.org/cdm_dataportal/taxon/9afa85da-4fce-4902-8ea6-7c71cfaf99f1","","Cactaceae","1","1","cact","0",""
"414","Neoraimondia_arequipensis",0.9,"1270254","Neoraimondia arequipensis",1,"species","","",NA,"(Meyen) Backeb.","Cactaceae","Neoraimondia","Neoraimondia",1,"arequipensis","arequipensis",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/d0fbdea4-8991-4b76-b783-16e3c4f63f59","","Y","Accepted","Neoraimondia arequipensis","Neoraimondia arequipensis","(Meyen) Backeb.","1270254","species","https://caryophyllales.org/cdm_dataportal/taxon/d0fbdea4-8991-4b76-b783-16e3c4f63f59","","Cactaceae","1","1","cact","0",""
"415","Neoraimondia_herzogiana",0.9,"1272146","Neoraimondia herzogiana",1,"species","","",NA,"(Backeb.) Buxb. & Krainz","Cactaceae","Neoraimondia","Neoraimondia",1,"herzogiana","herzogiana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/cd6c0a5b-be44-4905-98e2-6e9bb6d17b0d","","Y","Accepted","Neoraimondia herzogiana","Neoraimondia herzogiana","(Backeb.) Buxb. & Krainz","1272146","species","https://caryophyllales.org/cdm_dataportal/taxon/cd6c0a5b-be44-4905-98e2-6e9bb6d17b0d","","Cactaceae","1","1","cact","0",""
"416","Strophocactus_wittii",0.9,"433506","Strophocactus wittii",1,"species","","",NA,"(K.Schum.) Britton & Rose","Cactaceae","Strophocactus","Strophocactus",1,"wittii","wittii",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/b8a46611-2d51-480a-be7a-64585b5dab27","","Y","Accepted","Strophocactus wittii","Strophocactus wittii","(K.Schum.) Britton & Rose","433506","species","https://caryophyllales.org/cdm_dataportal/taxon/b8a46611-2d51-480a-be7a-64585b5dab27","","Cactaceae","1","1","cact","0",""
"417","Armatocereus_godingianus",0.9,"1270258","Armatocereus godingianus",1,"species","","",NA,"(Britton & Rose) Backeb. ex E.Salisb.","Cactaceae","Armatocereus","Armatocereus",1,"godingianus","godingianus",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/b8321d3e-0a99-470b-a68c-5d919b20f045","","Y","Accepted","Armatocereus godingianus","Armatocereus godingianus","(Britton & Rose) Backeb. ex E.Salisb.","1270258","species","https://caryophyllales.org/cdm_dataportal/taxon/b8321d3e-0a99-470b-a68c-5d919b20f045","","Cactaceae","1","1","cact","0",""
"418","Selenicereus_testudo",0.9,"433054","Selenicereus testudo",1,"species","","",NA,"(Karw. ex Zucc.) Buxb. ex Krainz","Cactaceae","Selenicereus","Selenicereus",1,"testudo","testudo",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/11f26a64-3743-457f-bcc4-115bea365348/synonymy?highlite=a8d9efe4-7a50-4908-9ede-06b365a95953&acceptedFor=a8d9efe4-7a50-4908-9ede-06b365a95953#a8d9efe4-7a50-4908-9ede-06b365a95953","","Y","Synonym","Deamia testudo","Deamia testudo","(Karw. ex Zucc.) Britton & Rose","631755","species","https://caryophyllales.org/cdm_dataportal/taxon/11f26a64-3743-457f-bcc4-115bea365348","","Cactaceae","1","1","cact","0",""
"419","Castellanosia_caineana",0.9,"583074","Castellanosia caineana",1,"species","","",NA,"Cárdenas","Cactaceae","Castellanosia","Castellanosia",1,"caineana","caineana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/c990a068-5c0a-4763-8cf3-0d4f82607953","","Y","Accepted","Castellanosia caineana","Castellanosia caineana","Cárdenas","583074","species","https://caryophyllales.org/cdm_dataportal/taxon/c990a068-5c0a-4763-8cf3-0d4f82607953","","Cactaceae","1","1","cact","0",""
"420","Austrocactus_philippii",0.9,"550683","Austrocactus philippii",1,"species","","",NA,"(Regel & Schmidt) Buxb.","Cactaceae","Austrocactus","Austrocactus",1,"philippii","philippii",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/ebfffb0f-49c4-4d7d-a782-31574ceb884c","","Y","Accepted","Austrocactus philippii","Austrocactus philippii","(Regel & Schmidt) Buxb.","550683","species","https://caryophyllales.org/cdm_dataportal/taxon/ebfffb0f-49c4-4d7d-a782-31574ceb884c","","Cactaceae","1","1","cact","0",""
"421","Pfeiffera_boliviana",0.9,"1267085","Pfeiffera boliviana",1,"species","","",NA,"(Britton) D.R.Hunt","Cactaceae","Pfeiffera","Pfeiffera",1,"boliviana","boliviana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/c78c6544-de7e-467f-ae0a-66c7e0fc4a97","","Y","Accepted","Pfeiffera boliviana","Pfeiffera boliviana","(Britton) D.R.Hunt","1267085","species","https://caryophyllales.org/cdm_dataportal/taxon/c78c6544-de7e-467f-ae0a-66c7e0fc4a97","","Cactaceae","1","1","cact","0",""
"422","Pfeiffera_paranganiensis",0.9,"392202","Pfeiffera paranganiensis",1,"species","","",NA,"(Cárdenas) P.V.Heath","Cactaceae","Pfeiffera","Pfeiffera",1,"paranganiensis","paranganiensis",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/13165dcd-95ce-49f4-81b9-8c47f0893216","","Y","Accepted","Pfeiffera paranganiensis","Pfeiffera paranganiensis","(Cárdenas) P.V.Heath","392202","species","https://caryophyllales.org/cdm_dataportal/taxon/13165dcd-95ce-49f4-81b9-8c47f0893216","","Cactaceae","1","1","cact","0",""
"423","Pfeiffera_asuntapatensis",0.9,"1027233","Pfeiffera asuntapatensis",1,"species","","",NA,"(M.Kessler, Ibisch & Barthlott) Ralf Bauer","Cactaceae","Pfeiffera","Pfeiffera",1,"asuntapatensis","asuntapatensis",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/63e8e4aa-cba8-40a5-92da-dfe1321154a0","","Y","Accepted","Pfeiffera asuntapatensis","Pfeiffera asuntapatensis","(M.Kessler, Ibisch & Barthlott) Ralf Bauer","1027233","species","https://caryophyllales.org/cdm_dataportal/taxon/63e8e4aa-cba8-40a5-92da-dfe1321154a0","","Cactaceae","1","1","cact","0",""
"424","Pfeiffera_monacantha",0.9,"1267093","Pfeiffera monacantha",1,"species","","",NA,"(Griseb.) P.V.Heath","Cactaceae","Pfeiffera","Pfeiffera",1,"monacantha","monacantha",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/90e79fe1-4877-4fdb-85a3-0dcda0f98821","","Y","Accepted","Pfeiffera monacantha","Pfeiffera monacantha","(Griseb.) P.V.Heath","1267093","species","https://caryophyllales.org/cdm_dataportal/taxon/90e79fe1-4877-4fdb-85a3-0dcda0f98821","","Cactaceae","1","1","cact","0",""
"425","Pfeiffera_ianthothele",0.9,"1271736","Pfeiffera ianthothele",1,"species","","",NA,"(Monv.) F.A.C.Weber","Cactaceae","Pfeiffera","Pfeiffera",1,"ianthothele","ianthothele",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/e29ff472-3f96-46f6-ab72-be698eec6705","","Y","Accepted","Pfeiffera ianthothele","Pfeiffera ianthothele","(Monv.) F.A.C.Weber","1271736","species","https://caryophyllales.org/cdm_dataportal/taxon/e29ff472-3f96-46f6-ab72-be698eec6705","","Cactaceae","1","1","cact","0",""
"426","Pfeiffera_miyagawae",0.9,"1223205","Pfeiffera miyagawae",1,"species","","",NA,"Barthlott & Rauh","Cactaceae","Pfeiffera","Pfeiffera",1,"miyagawae","miyagawae",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/d7bb858b-d8e0-4f9a-8a47-081d1cb740e9","","Y","Accepted","Pfeiffera miyagawae","Pfeiffera miyagawae","Barthlott & Rauh","1223205","species","https://caryophyllales.org/cdm_dataportal/taxon/d7bb858b-d8e0-4f9a-8a47-081d1cb740e9","","Cactaceae","1","1","cact","0",""
"427","Lymanbensonia_incachacana",0.9,"741811","Lymanbensonia incachacana",1,"species","","",NA,"(Cárdenas) Barthlott & N.Korotkova","Cactaceae","Lymanbensonia","Lymanbensonia",1,"incachacana","incachacana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/fbe15654-1641-423e-b382-eddca3557d3e","","Y","Accepted","Lymanbensonia incachacana","Lymanbensonia incachacana","(Cárdenas) Barthlott & N.Korotkova","741811","species","https://caryophyllales.org/cdm_dataportal/taxon/fbe15654-1641-423e-b382-eddca3557d3e","","Cactaceae","1","1","cact","0",""
"428","Lymanbensonia_micrantha",0.9,"1270653","Lymanbensonia micrantha",1,"species","","",NA,"(Vaupel) Kimnach","Cactaceae","Lymanbensonia","Lymanbensonia",1,"micrantha","micrantha",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/1275563e-8f0e-4b33-b20e-1abcee5d89d5","","Y","Accepted","Lymanbensonia micrantha","Lymanbensonia micrantha","(Vaupel) Kimnach","1270653","species","https://caryophyllales.org/cdm_dataportal/taxon/1275563e-8f0e-4b33-b20e-1abcee5d89d5","","Cactaceae","1","1","cact","0",""
"429","Lymanbensonia_brevispina",0.9,"741812","Lymanbensonia brevispina",1,"species","","",NA,"(Barthlott) Barthlott & N.Korotkova","Cactaceae","Lymanbensonia","Lymanbensonia",1,"brevispina","brevispina",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/382d5128-d409-4dac-be4b-a1a3df7fbcfc","","Y","Accepted","Lymanbensonia brevispina","Lymanbensonia brevispina","(Barthlott) Barthlott & N.Korotkova","741812","species","https://caryophyllales.org/cdm_dataportal/taxon/382d5128-d409-4dac-be4b-a1a3df7fbcfc","","Cactaceae","1","1","cact","0",""
"430","Rhipsalis_cuneata",0.9,"1272151","Rhipsalis cuneata",1,"species","","",NA,"Britton & Rose","Cactaceae","Rhipsalis","Rhipsalis",1,"cuneata","cuneata",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/be5e6d8c-2345-4544-952f-a6f52639b16f","","Y","Accepted","Rhipsalis cuneata","Rhipsalis cuneata","Britton & Rose","1272151","species","https://caryophyllales.org/cdm_dataportal/taxon/be5e6d8c-2345-4544-952f-a6f52639b16f","","Cactaceae","1","1","cact","0",""
"431","Rhipsalis_occidentalis",0.9,"1271789","Rhipsalis occidentalis",1,"species","","",NA,"Barthlott & Rauh","Cactaceae","Rhipsalis","Rhipsalis",1,"occidentalis","occidentalis",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/ca46b02e-9032-415f-a4ee-fdd35f776d02","","Y","Accepted","Rhipsalis occidentalis","Rhipsalis occidentalis","Barthlott & Rauh","1271789","species","https://caryophyllales.org/cdm_dataportal/taxon/ca46b02e-9032-415f-a4ee-fdd35f776d02","","Cactaceae","1","1","cact","0",""
"432","Rhipsalis_oblonga",0.9,"394018","Rhipsalis oblonga",1,"species","","",NA,"Loefgr.","Cactaceae","Rhipsalis","Rhipsalis",1,"oblonga","oblonga",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/97434ab1-eab8-4425-9844-f2fc75f9803e","","Y","Accepted","Rhipsalis oblonga","Rhipsalis oblonga","Loefgr.","394018","species","https://caryophyllales.org/cdm_dataportal/taxon/97434ab1-eab8-4425-9844-f2fc75f9803e","","Cactaceae","1","1","cact","0",""
"433","Rhipsalis_goebeliana",0.9,"1234660","Rhipsalis goebeliana",1,"species","","",NA,"Backeb.","Cactaceae","Rhipsalis","Rhipsalis",1,"goebeliana","goebeliana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/dfa21bf6-c989-4707-a8e4-f2a6476f15c4","","Y","Accepted","Rhipsalis goebeliana","Rhipsalis goebeliana","Backeb.","1234660","species","https://caryophyllales.org/cdm_dataportal/taxon/dfa21bf6-c989-4707-a8e4-f2a6476f15c4","","Cactaceae","1","1","cact","0",""
"434","Rhipsalis_ewaldiana",0.9,"394022","Rhipsalis ewaldiana",1,"species","","",NA,"Barthlott & N.P.Taylor","Cactaceae","Rhipsalis","Rhipsalis",1,"ewaldiana","ewaldiana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/3361a6f1-9c99-49bb-b06e-8d0413726c1f","","Y","Accepted","Rhipsalis ewaldiana","Rhipsalis ewaldiana","Barthlott & N.P.Taylor","394022","species","https://caryophyllales.org/cdm_dataportal/taxon/3361a6f1-9c99-49bb-b06e-8d0413726c1f","","Cactaceae","1","1","cact","0",""
"435","Rhipsalis_grandiflora",0.9,"394063","Rhipsalis grandiflora",1,"species","","",NA,"Haw.","Cactaceae","Rhipsalis","Rhipsalis",1,"grandiflora","grandiflora",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/a88e9fbd-e3fd-43be-a722-fe692fb8e470","","Y","Accepted","Rhipsalis grandiflora","Rhipsalis grandiflora","Haw.","394063","species","https://caryophyllales.org/cdm_dataportal/taxon/a88e9fbd-e3fd-43be-a722-fe692fb8e470","","Cactaceae","1","1","cact","0",""
"436","Rhipsalis_elliptica",0.9,"394024","Rhipsalis elliptica",1,"species","","",NA,"G.Lindb. ex K.Schum.","Cactaceae","Rhipsalis","Rhipsalis",1,"elliptica","elliptica",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/8152e32f-618c-4f2e-b93c-42436b43a281","","Y","Accepted","Rhipsalis elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","394024","species","https://caryophyllales.org/cdm_dataportal/taxon/8152e32f-618c-4f2e-b93c-42436b43a281","","Cactaceae","1","1","cact","0",""
"437","Rhipsalis_micrantha",0.9,"1270120","Rhipsalis micrantha",1,"species","","",NA,"(Kunth) DC.","Cactaceae","Rhipsalis","Rhipsalis",1,"micrantha","micrantha",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/36ddfbf9-b14d-4893-a8f4-390fd8d3f883","","Y","Accepted","Rhipsalis micrantha","Rhipsalis micrantha","(Kunth) DC.","1270120","species","https://caryophyllales.org/cdm_dataportal/taxon/36ddfbf9-b14d-4893-a8f4-390fd8d3f883","","Cactaceae","1","1","cact","0",""
"438","Rhipsalis_olivifera",0.9,"394019","Rhipsalis olivifera",1,"species","","",NA,"N.P.Taylor & Zappi","Cactaceae","Rhipsalis","Rhipsalis",1,"olivifera","olivifera",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/5c777ff5-4228-4928-91f1-fb210ec06cf5","","Y","Accepted","Rhipsalis olivifera","Rhipsalis olivifera","N.P.Taylor & Zappi","394019","species","https://caryophyllales.org/cdm_dataportal/taxon/5c777ff5-4228-4928-91f1-fb210ec06cf5","","Cactaceae","1","1","cact","0",""
"439","Rhipsalis_crispata",0.9,"394043","Rhipsalis crispata",1,"species","","",NA,"(Haw.) Pfeiff.","Cactaceae","Rhipsalis","Rhipsalis",1,"crispata","crispata",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/7f845106-c724-4053-abf0-ec5ab9f3a661","","Y","Accepted","Rhipsalis crispata","Rhipsalis crispata","(Haw.) Pfeiff.","394043","species","https://caryophyllales.org/cdm_dataportal/taxon/7f845106-c724-4053-abf0-ec5ab9f3a661","","Cactaceae","1","1","cact","0",""
"440","Rhipsalis_mesembryanthemoides",0.9,"1269771","Rhipsalis mesembryanthemoides",1,"species","","",NA,"Haw.","Cactaceae","Rhipsalis","Rhipsalis",1,"mesembryanthemoides","mesembryanthemoides",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/48249487-e921-4185-aed9-50a5bf0e86e1","","Y","Accepted","Rhipsalis mesembryanthemoides","Rhipsalis mesembryanthemoides","Haw.","1269771","species","https://caryophyllales.org/cdm_dataportal/taxon/48249487-e921-4185-aed9-50a5bf0e86e1","","Cactaceae","1","1","cact","0",""
"441","Rhipsalis_sulcata",0.9,"394139","Rhipsalis sulcata",1,"species","","",NA,"F.A.C.Weber","Cactaceae","Rhipsalis","Rhipsalis",1,"sulcata","sulcata",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/65053e17-2c60-4a8b-b4b4-d9ecd10019e7","","Y","Accepted","Rhipsalis sulcata","Rhipsalis sulcata","F.A.C.Weber","394139","species","https://caryophyllales.org/cdm_dataportal/taxon/65053e17-2c60-4a8b-b4b4-d9ecd10019e7","","Cactaceae","1","1","cact","0",""
"442","Rhipsalis_baccifera",0.9,"394195","Rhipsalis baccifera",1,"species","","",NA,"(Sol. ex J.S.Muell.) Stearn","Cactaceae","Rhipsalis","Rhipsalis",1,"baccifera","baccifera",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/9c96e0c7-4f97-4891-ac5a-e066573bc2ac","","Y","Accepted","Rhipsalis baccifera","Rhipsalis baccifera","(Sol. ex J.S.Muell.) Stearn","394195","species","https://caryophyllales.org/cdm_dataportal/taxon/9c96e0c7-4f97-4891-ac5a-e066573bc2ac","","Cactaceae","1","1","cact","0",""
"443","Rhipsalis_russellii",0.9,"1228165","Rhipsalis russellii",1,"species","","",NA,"Britton & Rose","Cactaceae","Rhipsalis","Rhipsalis",1,"russellii","russellii",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/cbc219aa-06d4-41d0-85f7-b0efc7cf6b09","","Y","Accepted","Rhipsalis russellii","Rhipsalis russellii","Britton & Rose","1228165","species","https://caryophyllales.org/cdm_dataportal/taxon/cbc219aa-06d4-41d0-85f7-b0efc7cf6b09","","Cactaceae","1","1","cact","0",""
"444","Rhipsalis_triangularis",0.9,"394143","Rhipsalis triangularis",1,"species","","",NA,"Werderm.","Cactaceae","Rhipsalis","Rhipsalis",1,"triangularis","triangularis",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/6a9c9605-7f70-4326-8e53-8d3830e05648","","Y","Accepted","Rhipsalis triangularis","Rhipsalis triangularis","Werderm.","394143","species","https://caryophyllales.org/cdm_dataportal/taxon/6a9c9605-7f70-4326-8e53-8d3830e05648","","Cactaceae","1","1","cact","0",""
"445","Rhipsalis_agudoensis",0.9,"394193","Rhipsalis agudoensis",1,"species","","",NA,"N.P.Taylor","Cactaceae","Rhipsalis","Rhipsalis",1,"agudoensis","agudoensis",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/749d18b4-c522-425f-8b81-fb61d7fbaeee","","Y","Accepted","Rhipsalis agudoensis","Rhipsalis agudoensis","N.P.Taylor","394193","species","https://caryophyllales.org/cdm_dataportal/taxon/749d18b4-c522-425f-8b81-fb61d7fbaeee","","Cactaceae","1","1","cact","0",""
"446","Rhipsalis_pachyptera",0.9,"394021","Rhipsalis pachyptera",1,"species","","",NA,"Pfeiff.","Cactaceae","Rhipsalis","Rhipsalis",1,"pachyptera","pachyptera",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/aa196560-c750-4fdb-ae4d-25ecabce4e99","","Y","Accepted","Rhipsalis pachyptera","Rhipsalis pachyptera","Pfeiff.","394021","species","https://caryophyllales.org/cdm_dataportal/taxon/aa196560-c750-4fdb-ae4d-25ecabce4e99","","Cactaceae","1","1","cact","0",""
"447","Rhipsalis_cereoides",0.9,"1228167","Rhipsalis cereoides",1,"species","","",NA,"(Backeb. & Voll) Backeb.","Cactaceae","Rhipsalis","Rhipsalis",1,"cereoides","cereoides",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/3b003287-4a61-4719-87f5-600c61dfcc2b","","Y","Accepted","Rhipsalis cereoides","Rhipsalis cereoides","(Backeb. & Voll) Backeb.","1228167","species","https://caryophyllales.org/cdm_dataportal/taxon/3b003287-4a61-4719-87f5-600c61dfcc2b","","Cactaceae","1","1","cact","0",""
