"species","rangeSize100","rangeSize0","GCM","nicheSize","nicheDensity","rangeChange0_SSP1","rangeChange0_SSP3","rangeChange0_SSP5","rangeChange100_SSP1","rangeChange100_SSP3","rangeChange100_SSP5"
"Ferocactus pilifer",217220,171916,"MPI-ESM1-2-HR",20.3599279782462,1594575,1.48293934246958,1.4959224272319,1.49593987761465,1.55876991068962,1.57802688518553,1.60951569837032
"Ferocactus pottsii",41801,16746,"MPI-ESM1-2-HR",3.71180452715496,124448,0,0,0,0,0,0
"Ferocactus recurvus",302377,264469,"UKESM1-0-LL",24.5126637649694,1634511,1.08827121515187,1.37230072333619,1.53636153953772,1.12946751902426,1.41949288471015,1.61692522910142
"Ferocactus robustus",12971,4763,"MPI-ESM1-2-HR",3.66464618210866,253120,1.20281335292883,1.20281335292883,1.20281335292883,4.50404749055586,4.50404749055586,4.50404749055586
"Ferocactus townsendianus",32139,30395,"UKESM1-0-LL",5.39605916228943,476724,1.190261556177,1.190261556177,1.190261556177,1.50676747876412,1.50676747876412,1.50676747876412
"Ferocactus viridescens",31715,20215,"GFDL-ESM4",3.01519081049825,394096,1.3004204798417,1.3004204798417,1.3004204798417,2.14564086394451,2.14832098376163,2.07810184455305
"Ferocactus wislizeni",421841,410590,"GFDL-ESM4",18.1447904863552,1475696,1.47880367276358,1.66630458608344,1.66630458608344,1.74002764074616,1.92252768223098,1.92252768223098
"Frailea pygmaea",226444,181456,"GFDL-ESM4",3.92232665670997,312998,0.981582311965435,1.24583370073186,1.24583370073186,0.898526788080055,1.35569500627087,1.35569500627087
"Grusonia aggeria",17982,5124,"GFDL-ESM4",2.06669627806473,194650,1.0091725214676,1.74824355971897,1.6143637782982,1.06506506506507,2.75291958625292,1.81136692247803
"Grusonia bradtiana",60448,46032,"GFDL-ESM4",2.54925162466991,131807,0,0,0,0,0,0
"Grusonia clavata",75244,47161,"GFDL-ESM4",5.31085602666159,381555,0.133860605161044,1.46546934967452,1.46546934967452,0.429150497049599,2.09796129923981,2.09796129923981
"Grusonia emoryi",114206,95161,"GFDL-ESM4",4.92732253458354,563302,3.23808072634798,4.41023108206093,4.41023108206093,3.17637427105406,4.62444179815421,4.62444179815421
"Grusonia kunzei",117348,93565,"GFDL-ESM4",5.64214950358044,640463,2.12253513600171,2.12253513600171,2.12253513600171,2.43087227732897,2.43002863278454,2.43034393428094
"Grusonia parishii",179546,112906,"GFDL-ESM4",5.19415650329709,571932,1.86740297238411,1.86740297238411,1.86740297238411,1.87336949862431,1.87336949862431,1.82945317634478
"Grusonia vilis",87691,55787,"GFDL-ESM4",2.38052782396054,250937,2.27748400164913,2.27748400164913,2.27748400164913,2.35992291113113,2.35992291113113,2.35992291113113
"Grusonia wrightiana",120924,91123,"GFDL-ESM4",6.39659980794083,733000,0.00163515248619997,0,0,0.00233204326684529,0,0
"Gymnocalycium capillense",27107,9548,"MPI-ESM1-2-HR",2.02155136448616,138611,1.26309174696271,1.12421449518224,1.26309174696271,1.81122957169735,1.02785258420334,2.94595491939351
"Gymnocalycium monvillei",73067,40690,"UKESM1-0-LL",5.20104047223625,428097,0.47974932415827,0.0513393954288523,0.0317768493487343,0.374177125104356,0.0296440253465997,0.0186677980483666
"Gymnocalycium pflanzii",154452,87980,"UKESM1-0-LL",11.1068913921187,657050,1.50942259604456,1.5634917026597,1.51787906342351,1.4221505710512,1.57355683319089,1.55325279051097
"Gymnocalycium saglionis",220722,132917,"GFDL-ESM4",10.9597523084365,321849,0.37539968551803,0.144089920777628,0,0.42891963646578,0.183253141961381,0
"Gymnocalycium schroederianum",217803,130955,"GFDL-ESM4",4.66325991594828,393142,0.763262189301669,0.33621473025085,0,0.974224413805136,0.727579509924106,0
"Gymnocalycium spegazzinii",41144,10765,"MPI-ESM1-2-HR",7.30849080279486,167930,1.41764979098932,1.45071992568509,1.54760798885276,1.62254520707758,1.78495041804394,2.43680731090803
"Haageocereus acranthus",37317,24902,"MPI-ESM1-2-HR",6.88938236672104,40373,0.721588627419484,0.900610392739539,0.857762428720585,0.826995739207332,1.24128413323686,1.12618913631857
"Haageocereus chilensis",454286,271027,"GFDL-ESM4",31.3524582494312,1640857,0,0,0,0,0,0
"Haageocereus decumbens",6805,5854,"GFDL-ESM4",1.49415469579532,46644,3.43594123676119,4.46634779637854,3.67680218653912,4.37869213813372,5.991329904482,5.23864805290228
"Haageocereus kagenekii",37612,26072,"GFDL-ESM4",15.0298483434741,339031,0.000230131942313593,0,0.00866830316047867,0.000159523556311815,0,0.00600872062107838
"Haageocereus platinospinus",17049,7890,"MPI-ESM1-2-HR",4.58853562489314,46704,0,0,0,0.0973664144524606,0.245820869259194,0
"Harrisia bonplandii",1230679,1188196,"MPI-ESM1-2-HR",21.8418406735484,1427884,0.769447128251568,0.356743331908204,0.00871152570787984,0.76564400627621,0.360190593972921,0.00841080411707683
"Harrisia martinii",462900,430752,"MPI-ESM1-2-HR",12.2304591566333,745608,1.21515396330139,0.0273893098581086,0,1.21067401166559,0.0346921581335062,0.000203067617195939
"Harrisia tetracantha",100672,70566,"GFDL-ESM4",14.8476731329551,669342,1.06745458152651,1.49506844656067,1.49506844656067,1.12118563254927,1.82750913858868,1.82750913858868
"Harrisia tortuosa",225017,130917,"UKESM1-0-LL",2.87141282128101,258352,1.01277145061375,1.71378048687336,1.44777989107603,0.978646057853407,1.50115769030784,1.30021731691383
"Hatiora salicornioides",385501,339791,"MPI-ESM1-2-HR",15.6447200598119,1194140,0.880023308445486,1.17879520057918,0.118743580612788,0.885237651783005,1.13065854563283,0.144606628776579
"Homalocephala polycephala",366370,266052,"MPI-ESM1-2-HR",16.6013888762841,1428220,1.22806443853081,1.37011561649602,1.37011561649602,1.0988290525971,1.34188388787292,1.34187296994841
"Homalocephala texensis",716051,697421,"GFDL-ESM4",26.0774187977911,1856202,0.445932944376496,0,0,0.519809343189242,0,0
"Isolatocereus dumortieri",320172,276039,"GFDL-ESM4",31.1344376061465,2278539,0.052825868808393,0,0,0.0664736454155891,0,0
"Kimnachia ramulosa",1594463,1504149,"MPI-ESM1-2-HR",29.6814350196669,1950762,0.940041179431027,1.02277433951025,0.893718640905921,0.943437382993522,1.02148434927621,0.899738658093665
"Leocereus bahiensis",274354,206548,"UKESM1-0-LL",6.00323561484778,385678,1.63571663729496,1.56709336328602,1.58914634854852,1.6152890061745,1.55861769830219,1.57930629770297
"Lepismium cruciforme",1508364,1471286,"GFDL-ESM4",29.7011374132155,1766990,0.772186373009734,0.390098186212606,0.376847873221114,0.773191351689645,0.397827712674129,0.382894977604875
"Lepismium houlletianum",485610,436708,"UKESM1-0-LL",27.6771067790254,1920490,1.43700596279436,1.25728175348288,1.2923280544437,1.43137085315377,1.20973826733387,1.28551512530632
"Lepismium lorentzianum",133564,51518,"GFDL-ESM4",14.782137101364,550887,1.13119686323227,1.09988741798983,0.917679257735161,1.05941720822976,1.04108891617502,0.954194243957953
"Lepismium lumbricoides",1498726,1429271,"UKESM1-0-LL",37.4143346896876,2955970,0.836138842808677,1.05570042350261,1.13827818517272,0.832148771690089,1.04400804416551,1.12752564511458
"Leucostele atacamensis",311876,284146,"GFDL-ESM4",31.5028722612893,1248337,1.43244669993595,1.4756146488073,1.50007742498575,1.5113731098257,1.60411830342829,1.72235119085791
"Leucostele chiloensis",85319,63852,"UKESM1-0-LL",16.4025143542118,1036360,0,0,0,0,0,0
"Leucostele deserticola",172176,119521,"MPI-ESM1-2-HR",17.5795028603944,1593932,0.00594874540875662,0,0,0.00466964036799554,0,0
"Leucostele litoralis",40369,16740,"MPI-ESM1-2-HR",2.17214812572179,301427,0,0,0,0,0,0
"Leucostele nigripilis",20957,9874,"MPI-ESM1-2-HR",2.06621188750431,172842,0,0,0,0,0,0
"Leucostele terscheckii",292748,260634,"MPI-ESM1-2-HR",34.5241655089634,1582789,1.50840642433451,1.63846236484879,1.63846236484879,1.68345471190239,1.8227485755667,1.8227485755667
"Leucostele werdermanniana",70940,30310,"MPI-ESM1-2-HR",6.18640377742459,176825,0,0,0,0,0,0
"Leuenbergeria lychnidiflora",86998,63092,"GFDL-ESM4",7.03576404783961,625015,0.046043872440246,0,0,0.033391572220051,0,0
"Lobivia ancistrophora",94407,60726,"UKESM1-0-LL",14.1411341672952,1063882,0.678786681157988,1.03123867865494,1.14619767480157,0.59632230660862,0.910779920980436,0.986759456396242
"Lobivia arachnacantha",18396,6399,"GFDL-ESM4",1.9892576402411,196221,1.08298171589311,1.08298171589311,1.08298171589311,3.31979778212655,3.31979778212655,3.31979778212655
"Lobivia bridgesii",131504,96015,"MPI-ESM1-2-HR",22.8694930469299,1095038,1.14943498411707,0.948028953809301,1.27300942561058,1.13687036135783,0.915782029443971,1.2508668937827
"Lobivia chrysochete",42490,19369,"GFDL-ESM4",9.83571035995444,192805,0,0,0,0,0,0
"Lobivia ferox",207882,177001,"GFDL-ESM4",12.5095567732419,211426,0,0,0,0,0,0
"Lobivia hertrichiana",27743,4405,"MPI-ESM1-2-HR",3.34596213863184,435955,0.790238365493757,0.562542565266742,1.34597048808173,1.11559672710233,0.804058681469199,2.0124355693328
"Lobivia lateritia",41498,10840,"MPI-ESM1-2-HR",1.31515300539583,9311,0,0,0,0,0,0
"Lobivia mamillosa",49886,17651,"UKESM1-0-LL",2.50952689291077,184554,1.3841142144921,1.3841142144921,1.3841142144921,2.21927995830494,2.21927995830494,2.21927995830494
"Lobivia maximiliana",204385,174517,"UKESM1-0-LL",31.0359088069387,2318963,0.135310600113456,0.00664691691926861,0.00134084358543867,0.151733248526066,0.0178584534090075,0.0147417863346136
"Lobivia obrepanda",166497,130454,"UKESM1-0-LL",9.58266318735753,628291,1.00020696950649,0.982047311696077,0.988570683919236,1.00897313465107,0.994047940803738,1.00169973032547
"Lobivia pampana",37610,16260,"MPI-ESM1-2-HR",8.54352496292997,69666,1.24391143911439,1.37293972939729,1.38714637146371,1.80957192236107,1.66705663387397,2.08125498537623
"Lobivia pamparuizii",29481,14499,"GFDL-ESM4",6.8368114760909,557276,1.59390302779502,1.75529346851507,1.75529346851507,2.13941182456497,3.10162477527899,3.17472270275771
"Lophocereus schottii",261358,240043,"MPI-ESM1-2-HR",26.8366183495527,1732958,0.234712114079561,0.280012331124007,0.102394154380673,0.228349620061372,0.27179194820897,0.0990365705277818
"Lophophora diffusa",6375,1993,"UKESM1-0-LL",1.2410394325168,100701,1.33366783743101,1.33366783743101,1.33366783743101,7.4641568627451,7.4641568627451,7.4641568627451
"Lophophora williamsii",420153,377469,"GFDL-ESM4",18.9382297985746,1506968,0.85722006310452,0.669003282388753,0.726729877155475,0.866867545870195,0.673169059842486,0.733520884058902
"Maihuenia poeppigii",70941,62417,"GFDL-ESM4",17.8714973260025,1389757,0,0,0,0,0,0
"Maihueniopsis camachoi",97391,58985,"MPI-ESM1-2-HR",13.3046871240927,956246,0,0,0,0,0,0
"Maihueniopsis darwinii",693457,565750,"GFDL-ESM4",11.3332198305814,1009068,0.376065399911622,0.000901458241272647,0.000148475475033142,0.324803124058161,0.00369309128035336,0.00189485433127072
"Maihueniopsis molfinoi",107529,74029,"GFDL-ESM4",7.998395171845,111481,0,0,0,0,0,0
"Maihueniopsis platyacantha",31924,19516,"GFDL-ESM4",6.94799680710003,565377,1.31241032998565,2.36713465874155,2.36713465874155,2.69634131061271,3.98812805412856,3.98812805412856
"Mammillaria albilanata",299990,247411,"UKESM1-0-LL",21.5361113132414,1357073,1.29595288810926,1.29595288810926,1.29595288810926,1.31240374679156,1.31240374679156,1.31240374679156
"Mammillaria beneckei",215308,202200,"GFDL-ESM4",9.13570845345279,473401,0.433536102868447,0,0,0.471691716053282,0,0
"Mammillaria bocasana",19488,6974,"MPI-ESM1-2-HR",1.38887532853032,96579,0,0,0,0,0,0
"Mammillaria bocensis",98454,70193,"GFDL-ESM4",9.51583592344843,625666,0,0,0,1.01570276474293e-05,0,0
"Mammillaria bombycina",27989,10266,"UKESM1-0-LL",1.83227822535393,166336,1.20222092343659,0.913013832067017,1.20222092343659,2.47107792346993,2.21590624888349,2.57472578512987
"Mammillaria brandegeei",59158,45068,"GFDL-ESM4",3.89447912526278,465493,0,0,0,0,0,0
"Mammillaria candida",253925,199054,"GFDL-ESM4",14.2563052542056,1211844,1.7227184583078,1.72308016920032,1.72308016920032,1.74386137639067,1.74414492468248,1.74414492468248
"Mammillaria carnea",58569,16077,"MPI-ESM1-2-HR",7.85556369915821,555938,0.655781551284444,0,0,1.03846744865031,0.0505557547508067,0.00527582850996261
"Mammillaria compressa",166180,91735,"GFDL-ESM4",15.058070336213,1374800,1.20429498010574,1.20429498010574,1.20429498010574,1.35038512456373,1.35038512456373,1.35038512456373
"Mammillaria crinita",128120,87059,"MPI-ESM1-2-HR",13.7969008047784,1151166,1.9096589669075,1.94031633719661,1.94031633719661,2.19204651888854,2.22903527942554,2.22903527942554
"Mammillaria decipiens",30198,22651,"MPI-ESM1-2-HR",4.9778835484357,358648,2.71926184274425,2.71926184274425,2.71926184274425,4.1251407377972,4.12795549374131,4.12795549374131
"Mammillaria densispina",181533,110022,"MPI-ESM1-2-HR",10.569184497657,811146,0.0916816636672665,0,0,0.090699762577603,0,0
"Mammillaria discolor",90786,57892,"UKESM1-0-LL",6.70161415019957,371313,0,0,0,0.0670477826977728,0,0
"Mammillaria dixanthocentron",34091,10714,"UKESM1-0-LL",5.04645510393951,283859,1.19833862236326,1.19833862236326,1.19833862236326,2.16180223519404,2.16180223519404,2.16180223519404
"Mammillaria elongata",31805,11467,"GFDL-ESM4",7.46365925029715,799910,0.122438301212174,0,0,0.408960855211445,0,0
"Mammillaria flavicentra",25179,4381,"MPI-ESM1-2-HR",3.99468876617527,192265,1.15361789545766,1.15361789545766,1.15361789545766,2.16017316017316,2.16017316017316,2.16017316017316
"Mammillaria formosa",221517,200625,"MPI-ESM1-2-HR",18.0132180446068,1373655,1.70480249221184,1.70480249221184,1.70480249221184,1.94009489113702,1.94009489113702,1.94009489113702
"Mammillaria geminispina",125285,65081,"MPI-ESM1-2-HR",7.07540881058314,486467,0.162628109586515,0,0,0.277615037714012,0,0
"Mammillaria gigantea",43122,18845,"MPI-ESM1-2-HR",9.64759222209205,789949,0,0,0,0,0,0
"Mammillaria glassii",47535,20785,"UKESM1-0-LL",5.94586201927154,282519,0.979167668992062,0.895790233341352,0.890257397161414,1.01525191963816,0.902808456926475,0.883012517092669
"Mammillaria grusonii",102901,58447,"UKESM1-0-LL",2.50384611803466,236966,1.27024483720294,1.18262699539754,1.33351583485893,1.44426196052516,1.34373815609178,1.79060456166607
"Mammillaria haageana",153352,94267,"UKESM1-0-LL",9.47886774343645,559857,0.763936478300996,0.300709686316526,0.0626306130459228,0.664882101309406,0.292418749021858,0.153711722051229
"Mammillaria hahniana",11326,4474,"MPI-ESM1-2-HR",4.2663026446393,160158,0,0,0,0,0,0
"Mammillaria jaliscana",159021,96194,"GFDL-ESM4",13.0996961438934,946464,1.27912343805227,1.27912343805227,1.27912343805227,1.48607416630508,1.48607416630508,1.48607416630508
"Mammillaria karwinskiana",464089,427306,"UKESM1-0-LL",18.6114591136294,1059886,0.227305490678811,0.0253120714429472,0,0.235778051192767,0.0293909142427422,0
"Mammillaria kraehenbuehlii",33872,6515,"GFDL-ESM4",4.33134628849619,397780,0,0,0,0,0,0
"Mammillaria longimamma",41477,18105,"UKESM1-0-LL",5.22670971673692,320054,1.36945595139464,1.36945595139464,1.36945595139464,2.17168551245268,2.17168551245268,2.17168551245268
"Mammillaria magnimamma",393019,336070,"MPI-ESM1-2-HR",27.876987465706,1817081,0.1960752224239,0,0,0.185398161412044,0,0
"Mammillaria melanocentra",69772,33533,"UKESM1-0-LL",7.77849747730402,407663,2.53648644618734,2.53648644618734,2.53648644618734,2.39911425786849,2.39911425786849,2.39911425786849
"Mammillaria mercadensis",86492,61622,"UKESM1-0-LL",4.14635728655003,381703,0.743630521566973,0,0.0815942358248677,0.751953937936457,0.0103246543032882,0.280083707163668
"Mammillaria muehlenpfordtii",20714,12789,"MPI-ESM1-2-HR",5.68078306636804,389384,1.65548518257878,1.7254671983736,1.7254671983736,4.05744906826301,4.16800231727334,4.16800231727334
"Mammillaria mystax",59456,19953,"MPI-ESM1-2-HR",8.43937399746066,651382,1.49060291685461,1.49060291685461,1.49060291685461,1.81260091496233,1.81260091496233,1.81260091496233
"Mammillaria orcuttii",18242,4770,"GFDL-ESM4",2.21846438569694,221228,1.93584905660377,1.93584905660377,1.93584905660377,3.49276395132113,3.49276395132113,3.49276395132113
"Mammillaria parkinsonii",26222,4279,"UKESM1-0-LL",1.6437226316336,126295,1.15494274363169,1.15494274363169,1.15494274363169,2.09739913050111,2.09739913050111,2.09739913050111
"Mammillaria pectinifera",25058,5457,"UKESM1-0-LL",1.04252724192722,28477,0,0,0,0,0,0
"Mammillaria perbella",11475,7112,"UKESM1-0-LL",0.875077636501242,85887,1.05441507311586,1.05441507311586,1.05441507311586,5.12052287581699,5.12052287581699,5.12052287581699
"Mammillaria petrophila",8765,6539,"GFDL-ESM4",1.46626775715918,144730,1.14145893867564,1.14145893867564,1.14145893867564,1.96428978893326,1.96428978893326,1.96428978893326
"Mammillaria picta",58294,24258,"UKESM1-0-LL",1.81780042283161,39617,0,0,0,0,0,0
"Mammillaria pilispina",93158,50137,"UKESM1-0-LL",6.11972959168625,276240,0,0,0,0.0994976276862964,0.0126988557075077,0
"Mammillaria plumosa",15690,4685,"GFDL-ESM4",2.57252389747997,282794,0,0,0,0,0,0
"Mammillaria polyedra",33246,16338,"UKESM1-0-LL",6.87633866912905,446084,1.26863753213368,1.26863753213368,1.26863753213368,2.72634301870902,2.72634301870902,2.72634301870902
"Mammillaria polythele",110333,71409,"UKESM1-0-LL",5.72080465430829,400836,1.29703538769623,1.39133722640003,1.39133722640003,1.61068764558201,1.77703860132508,1.77703860132508
"Mammillaria pottsii",331912,267279,"UKESM1-0-LL",6.16160628667413,558163,1.12373587150506,1.05806666442182,1.21274398662072,1.20238798235677,1.1517872207091,1.31045879630745
"Mammillaria rekoi",10511,2787,"MPI-ESM1-2-HR",3.6939007120992,249661,0,1.55543595263724,1.55543595263724,2.17096375225954,5.02673389782133,5.02673389782133
"Mammillaria rettigiana",94611,48077,"GFDL-ESM4",8.76149655082953,915860,0.323647482164029,0.98820641886973,0.803627514195977,0.456257729016711,0.971980002325311,0.792888776146537
"Mammillaria rhodantha",203263,152100,"UKESM1-0-LL",8.46425845066915,552330,1.0600328731098,0.725147928994083,0.488816568047337,1.0845800760591,0.693411983489371,0.495043367459892
"Mammillaria schiedeana",46317,28916,"GFDL-ESM4",4.09657143604041,304724,1.51054779360907,1.51054779360907,1.51054779360907,2.32599261610208,2.32599261610208,2.32599261610208
"Mammillaria scrippsiana",118256,86104,"UKESM1-0-LL",12.8417471375564,698773,0.236585989036514,0.0166658924091796,0,0.484533554322825,0.100020294953322,0
"Mammillaria senilis",126136,90369,"GFDL-ESM4",17.345270475352,1481751,0.720324447542852,0.429018800694929,0.238112627117706,0.78271072493182,0.570566689921989,0.343962072683453
"Mammillaria sphacelata",26935,7377,"GFDL-ESM4",5.02344612684639,401660,1.56662599972889,1.59170394469296,1.59170394469296,2.13194728049007,2.53591980694264,2.46259513643958
"Mammillaria sphaerica",212598,163159,"UKESM1-0-LL",10.6598063801029,531346,1.14633578288663,1.31063563762955,1.36938814285452,1.17438545988203,1.44979726996491,1.53024017159145
"Mammillaria standleyi",116952,80354,"GFDL-ESM4",6.36563956291604,389204,1.24545137765388,1.24561316175922,1.24561316175922,1.6368082632191,1.6372101374923,1.6372101374923
"Mammillaria supertexta",16544,3521,"MPI-ESM1-2-HR",3.78293742050573,193159,0,0,0,0.0540981624758221,0,0
"Mammillaria uncinata",375205,319154,"MPI-ESM1-2-HR",19.5445060683152,1361727,1.07315590592629,0.125356411011612,0.287478772003484,1.08374621873376,0.163729161391772,0.379339294518996
"Mammillaria vetula",43114,12956,"UKESM1-0-LL",2.24736045438168,154316,1.07594936708861,1.07594936708861,1.07594936708861,1.72742032750383,1.72742032750383,1.72742032750383
"Mammillaria winterae",62348,29151,"GFDL-ESM4",7.5957747400392,581348,0,0,0,0,0,0
"Matucana haynei",113468,92149,"GFDL-ESM4",11.0121257567401,118945,0.25561861767355,0,0.039360166686562,0.287993090562978,0,0.0565005111573307
"Melocactus bahiensis",563456,463731,"UKESM1-0-LL",11.3431241249273,695922,0.268981370665321,0,0,0.25507049352567,0,0
"Melocactus concinnus",214902,196902,"UKESM1-0-LL",4.96865299744022,337524,2.12127352693218,2.12127352693218,2.12127352693218,2.32905231221673,2.32905231221673,2.32905231221673
"Melocactus ernestii",570075,482624,"GFDL-ESM4",8.97824691240567,446811,0.600604197056093,0.0686559309110198,0.0401389073067232,0.610309169846073,0.0620251721264746,0.0350199535148884
"Melocactus levitestatus",140351,67579,"UKESM1-0-LL",2.26759412232224,234268,0,0,0,0,0,0
"Melocactus paucispinus",54754,43080,"MPI-ESM1-2-HR",3.96498553721454,130841,0,0,0,0,0,0
"Melocactus peruvianus",178441,162144,"GFDL-ESM4",19.8006230435131,422230,0.873661683441879,1.31836515689757,1.2095236333136,0.951855235063691,1.4018639214082,1.2895747053648
"Melocactus salvadorensis",145026,93540,"GFDL-ESM4",2.79436062204579,91198,0,0,0,0,0,0
"Melocactus violaceus",412912,368392,"UKESM1-0-LL",18.7929314431345,1471171,0.0382228712892788,0.0306114139286412,0.0101630871463007,0.0385941798736777,0.0325541519742705,0.012503874917658
"Melocactus zehntneri",711117,667322,"UKESM1-0-LL",12.7073722301958,673685,0,0,0,0,0,0
"Micranthocereus albicephalus",26695,18059,"GFDL-ESM4",2.52150030001548,98562,0.355446037986599,0.00215958801705521,0.000996732930948558,0.359617905974902,0.00146094774302304,0.000674283573702941
"Micranthocereus purpureus",73266,54670,"GFDL-ESM4",4.30046885605286,168626,0,0,0,0,0,0
"Micropuntia pulchella",196960,133957,"MPI-ESM1-2-HR",7.67109049210497,663985,0.0758153735900326,1.37344073098084,1.57711056533067,0.190404142973193,1.39555239642567,1.69411555645816
"Mila caespitosa",38813,23760,"MPI-ESM1-2-HR",9.47671272141762,122193,0.0402777777777778,0.245159932659933,0.302441077441077,0.0826269548862495,0.286038183082988,0.424368124082137
"Miqueliopuntia miquelii",168175,77174,"MPI-ESM1-2-HR",18.3260596521503,527311,0,0,0,0,0,0
"Myrtillocactus cochal",67669,57205,"MPI-ESM1-2-HR",5.92418378860381,484252,2.34587885674329,2.41415960143344,2.42218337557906,2.27801504381622,2.33913608890334,2.34593388405326
"Myrtillocactus geometrizans",442887,407853,"UKESM1-0-LL",15.4731608191108,977245,0.877958480138677,0.52317869428446,0.0579939340889978,0.83406376795887,0.527908924849905,0.0798013940350473
"Myrtillocactus schenckii",69831,32860,"UKESM1-0-LL",10.4112932965189,631502,1.38563603164942,1.38563603164942,1.38563603164942,1.5164038893901,1.5164038893901,1.5164038893901
"Neoraimondia arequipensis",307179,289962,"MPI-ESM1-2-HR",29.3892198512093,944668,0.524299735827453,0.6822963008946,0.698232871893558,0.498048369191904,0.645897017699778,0.659097789887981
"Neoraimondia herzogiana",157292,95236,"MPI-ESM1-2-HR",23.0082353374652,1066715,1.8795518501407,1.88047587046915,1.88047587046915,1.73715128550721,1.76686671922285,1.76686671922285
"Nyctocereus serpentinus",489865,472156,"MPI-ESM1-2-HR",20.9749038598435,1326752,0.0758456950668847,0,0,0.0771845304318537,0,0
"Opuntia arechavaletae",54527,30719,"GFDL-ESM4",1.38283520245462,161977,2.29310849962564,3.33073993294053,2.14723786581594,2.01259926275056,3.18145139105397,1.96104682084105
"Opuntia arenaria",25837,10181,"UKESM1-0-LL",1.47645397225069,155003,0,0,0,0.360993923443124,0.753647869334675,0.351317877462554
"Opuntia atrispina",113874,49101,"MPI-ESM1-2-HR",4.52539121293774,386060,0.848170098368669,1.19168652369605,0,0.899002406168221,1.12433040026696,0
"Opuntia aurea",46331,25622,"GFDL-ESM4",4.47475075885025,497553,0,0,0,0,0,0
"Opuntia austrina",78084,66633,"UKESM1-0-LL",2.75813221959806,228263,0.582744285864362,0.0497501238125253,0.281692254588567,0.680357051380565,0.262166384918805,0.48230111162338
"Opuntia azurea",384083,281245,"GFDL-ESM4",9.60217447339582,893335,1.3926327579157,1.3926327579157,1.3926327579157,1.35902135736286,1.36994868296696,1.36994868296696
"Opuntia basilaris",419310,373375,"MPI-ESM1-2-HR",21.7082284592242,1688199,0.724164713759625,1.7685463675929,1.89384666889856,0.765474231475519,1.96307266700055,2.11151176933534
"Opuntia bravoana",7996,6690,"GFDL-ESM4",1.27155408026516,138640,1.24843049327354,1.24843049327354,1.24843049327354,2.09792396198099,2.09792396198099,2.09792396198099
"Opuntia caboensis",7550,4430,"GFDL-ESM4",0.539305705583796,57161,1.22460496613995,1.22460496613995,1.22460496613995,1.92079470198676,1.92079470198676,1.92079470198676
"Opuntia caracassana",321562,303218,"GFDL-ESM4",12.0149858696251,1078808,0.54678811943882,1.44408313490624,1.45696495590631,0.561260347926683,1.47147672921552,1.48362368687842
"Opuntia chlorotica",733094,650768,"UKESM1-0-LL",20.6142636290877,2177293,0.947618813463477,0.882850724067563,0.913966267548497,0.925135112277552,0.86836749448229,0.863074858067315
"Opuntia comonduensis",30871,29531,"MPI-ESM1-2-HR",4.2801493429383,368437,1.47130134435001,1.47404422471301,1.47404422471301,1.80975672961679,1.81238055132649,1.81238055132649
"Opuntia cuija",256683,214668,"MPI-ESM1-2-HR",15.3732044555347,1238683,1.06344215253321,0.975259470438072,1.65554717051447,1.06483093932983,0.967107287977778,1.58727691354706
"Opuntia curvispina",135254,66858,"UKESM1-0-LL",3.27058530873289,527900,1.05803344401568,1.12590864219689,1.12813724610368,1.08481819391663,1.22658849276177,1.24501308648912
"Opuntia decumbens",900042,845703,"MPI-ESM1-2-HR",39.4100146832374,2659961,0.126843584568105,0.0224038462675431,0.0358305457116742,0.121659878094578,0.0219545310107751,0.033667317747394
"Opuntia depressa",61491,39215,"UKESM1-0-LL",6.89203323947806,366086,0.438556674741808,0.0182583195205916,0,0.376949472280496,0.0163438551983217,0.00172382950350458
"Opuntia drummondii",559426,515488,"GFDL-ESM4",14.4631024911563,1028988,0.690211993295673,1.50106307033335,1.35720909119126,0.663737473767755,1.47213751237876,1.33057634074927
"Opuntia elata",1661387,1586415,"MPI-ESM1-2-HR",37.8151875766145,2237310,1.00072553524771,0.148036926025031,0.0456091249767558,1.02137310572431,0.163739092697848,0.0653953594195693
"Opuntia elatior",252392,198432,"GFDL-ESM4",10.2964839470631,902883,1.44849621028866,3.24763646992421,3.24763646992421,1.331817173286,2.79522726552347,2.79522726552347
"Opuntia feracantha",87264,51059,"GFDL-ESM4",6.79684300157962,426473,1.22446581405825,1.32233298732838,1.35096652891753,1.17791987532087,1.27506188118812,1.29634213421342
"Opuntia fuliginosa",337964,291672,"MPI-ESM1-2-HR",21.0837812810519,1305705,1.08653556049261,1.2259798677967,1.2259798677967,1.17811660413535,1.40188304079724,1.40188304079724
"Opuntia guatemalensis",73794,56642,"GFDL-ESM4",14.7077569544635,1116332,1.06311570919106,1.39069948095053,1.42503795769923,1.1308642979104,1.51439141393609,1.47540450443125
"Opuntia huajuapensis",79820,47320,"MPI-ESM1-2-HR",8.39915497213604,664193,1.63977176669484,1.6437235841082,1.77259087066779,1.68401403157103,1.71376847907793,2.02513154597845
"Opuntia humifusa",2367053,2358335,"MPI-ESM1-2-HR",40.9365021483408,2631640,1.0419283095913,1.01912493348061,0.587150256430914,1.04124284500601,1.01856823653716,0.587461286249188
"Opuntia hyptiacantha",399712,366304,"GFDL-ESM4",16.246421032462,1371575,1.59980780990653,1.62501910981043,1.62501910981043,1.68421263309583,1.73199703786726,1.73199703786726
