"species","rangeSize100","rangeSize0","GCM","nicheSize","nicheDensity","rangeChange0_SSP1","rangeChange0_SSP3","rangeChange0_SSP5","rangeChange100_SSP1","rangeChange100_SSP3","rangeChange100_SSP5"
"Opuntia inaperta",43315,29518,"MPI-ESM1-2-HR",3.29903341294232,202353,1.60586760620638,1.60519005352666,1.60695169049394,1.76255338797183,1.74198314671592,1.76631651852707
"Opuntia lasiacantha",534009,455256,"UKESM1-0-LL",21.2822869040059,1399649,1.23786836417312,1.25241622296027,1.30079779289015,1.25229724592657,1.26897861272001,1.31354527732679
"Opuntia leucotricha",584269,550929,"MPI-ESM1-2-HR",25.8092771001491,1586989,1.73821490609498,1.73934935354646,1.73934935354646,1.82670311106699,1.83301013745381,1.83301013745381
"Opuntia littoralis",65953,49439,"MPI-ESM1-2-HR",10.1027813495274,839529,1.91856631404357,1.95054511620381,1.95054511620381,1.77549163798463,2.20387245462678,2.2282837778418
"Opuntia macrocentra",1306154,1221537,"MPI-ESM1-2-HR",26.1955350424467,1850305,0.250897025632461,0.334047188091724,0.562240030387946,0.254078003053239,0.332869630992976,0.577759590369895
"Opuntia macrorhiza",3592016,3567501,"UKESM1-0-LL",41.1043915483926,3805046,0.747010302169502,0.605469206595878,0.579628428975913,0.745011158079474,0.611662364532897,0.583724571382756
"Opuntia megacantha",329127,283457,"GFDL-ESM4",12.4397747262334,1002788,1.51967317794233,1.51989190600338,1.51989190600338,1.66829825568853,1.66885123371829,1.66885123371829
"Opuntia megarrhiza",15100,9475,"GFDL-ESM4",1.7783595870368,177315,1.80992084432718,1.80992084432718,1.80992084432718,5.35801324503311,5.35801324503311,5.35801324503311
"Opuntia mesacantha",705590,671020,"GFDL-ESM4",16.798799282168,1261932,0.971145420404757,1.39326100563322,1.39690471222914,1.0076815147607,1.43209512606471,1.43547952777109
"Opuntia microdasys",366154,302195,"MPI-ESM1-2-HR",17.3682792779891,1313626,1.50768212577971,1.50939294164364,1.50939294164364,1.6044751661869,1.61749427836375,1.61749427836375
"Opuntia monacantha",1937868,1904530,"GFDL-ESM4",30.8916319564524,1885956,1.16487742382635,1.3802129659286,1.49449838017779,1.16524861342465,1.3793762010622,1.49879351947604
"Opuntia orbiculata",1422980,1323635,"GFDL-ESM4",27.018312130412,2147930,0.272798770053678,0,0,0.272431095307032,0,0
"Opuntia oricola",62925,33121,"MPI-ESM1-2-HR",5.05054770494983,446554,1.23302436520636,1.23314513450681,1.23314513450681,1.43005164878824,1.64564163686929,1.64929678188319
"Opuntia parviclada",28424,8642,"MPI-ESM1-2-HR",5.50064191904052,490768,0,0,0,0.0880593864339994,0,0
"Opuntia pilifera",65844,42627,"UKESM1-0-LL",16.1266723802337,1209768,1.40762896755577,1.40762896755577,1.40762896755577,2.07132008990948,2.07132008990948,2.07132008990948
"Opuntia pinkavae",41124,13695,"GFDL-ESM4",1.1853973577619,122717,1.13734939759036,1.13734939759036,1.13734939759036,1.59488376617061,1.74061375352592,1.74061375352592
"Opuntia polyacantha",2826365,2797849,"GFDL-ESM4",38.4129185364717,2868309,0.755124383052838,0.680590339221309,0.727079624382874,0.765746816140166,0.687105168653023,0.733259150888155
"Opuntia puberula",565738,528573,"GFDL-ESM4",20.3550651757262,1471036,0.0218342594116612,0,0,0.0203999024283326,0,0
"Opuntia pubescens",1758926,1686846,"UKESM1-0-LL",26.8341149406859,1797909,1.20502523644719,1.28935065797352,1.35521618452425,1.20100675071038,1.28306307371657,1.34597760224137
"Opuntia pumila",57702,25162,"GFDL-ESM4",7.11031361914519,608572,0.0866783244575153,0,0,0.210287338393816,0,0
"Opuntia rastrera",382336,295419,"MPI-ESM1-2-HR",11.284645900196,930174,1.2463010165223,1.24123363764687,1.24648719276688,1.26388569216605,1.25571225309675,1.26476973133579
"Opuntia rioplatensis",242683,176376,"UKESM1-0-LL",9.57597600586978,664445,1.5124846917948,1.13929899759604,0.60336440332018,1.59120745993745,1.11473403575858,0.731621085943391
"Opuntia robusta",513544,490073,"MPI-ESM1-2-HR",26.0288161393303,1589383,1.16819943151326,1.68924017442299,1.80973854915492,1.16989780817223,1.71503902294643,1.82999898742854
"Opuntia rufida",374809,313870,"GFDL-ESM4",11.2174722890978,1048565,0.000270812756873865,0,0,0.00116592717890979,0,0
"Opuntia santa-rita",170687,120399,"MPI-ESM1-2-HR",8.52830115187392,747338,0.031345775297137,0,0,0.0555402578989613,0,0
"Opuntia soederstromiana",53751,33848,"UKESM1-0-LL",9.83936557192998,761130,2.31086031671,2.47435594422122,2.5378752068069,2.6147048427006,2.74869304757121,2.8119290803892
"Opuntia spinulifera",146728,100020,"UKESM1-0-LL",5.43660527425925,381334,0.896120775844831,0.760877824435113,0.626334733053389,0.899930483615942,0.721471021209313,0.616733002562565
"Opuntia stenopetala",249466,198929,"UKESM1-0-LL",12.1280399149296,630097,0.163389953199383,0.0380386972236326,0,0.160767399164616,0.0628101625071152,0
"Opuntia streptacantha",516790,470343,"UKESM1-0-LL",15.5979497104943,1069290,1.32809885551608,1.42815774870679,1.55427847336943,1.30192728187465,1.41708817895083,1.53400220592504
"Opuntia strigil",68025,32396,"UKESM1-0-LL",0.633213837997094,58937,0,0,0,0,0,0
"Opuntia tapona",31621,29702,"GFDL-ESM4",5.61387809768962,480443,0,0,0,0,0,0
"Opuntia tehuacana",12571,4072,"GFDL-ESM4",5.47114668450762,419123,1.81974459724951,0.704322200392927,1.7598231827112,1.91655397343091,1.27674807095696,2.87693898655636
"Opuntia tomentosa",632868,612090,"MPI-ESM1-2-HR",33.0803922734886,1879581,1.15567972030257,1.25693770523943,1.42459442238886,1.18682410866089,1.32426983193968,1.56726205148625
"Opuntia tortispina",980725,929270,"UKESM1-0-LL",15.7939954557616,1707348,1.0529985902913,1.15537464891797,1.22251014236982,1.06743378622958,1.18365290983711,1.24836625965485
"Opuntia velutina",343629,303044,"MPI-ESM1-2-HR",25.2455951764102,1505601,0.037090323517377,0,0,0.0422315927933905,0.000331753140741905,0.00340192475023936
"Opuntia wilcoxii",576847,541858,"GFDL-ESM4",22.0736645343021,1413108,1.049040523532,1.05038220345552,1.06086096357348,1.04974282608733,1.0497358918396,1.08007149209409
"Opuntia x debreczyi",392405,312321,"UKESM1-0-LL",7.58181083470894,1055744,0.891553882063646,0.66312223641702,0.830555742329206,0.869395140225023,0.643266523107504,0.778499254596654
"Opuntia x vaseyi",33323,18048,"GFDL-ESM4",2.9627604543435,322165,0.729277482269504,0.615636081560284,0.82529920212766,0.759055307145215,0.627884644239714,0.991147255649251
"Oreocereus celsianus",86735,37094,"MPI-ESM1-2-HR",5.17030263468627,48819,0,0,0,0,0,0
"Oreocereus fossulatus",23083,3741,"GFDL-ESM4",3.07162907260723,51256,0,0,0,0,0,0
"Oreocereus hempelianus",389375,321119,"UKESM1-0-LL",10.1502858823461,608386,1.06566724485315,1.06050093579016,1.02267072331441,1.06089502407705,1.06212006420546,1.02927512038523
"Oreocereus leucotrichus",652244,529386,"MPI-ESM1-2-HR",43.7095897795887,2390557,1.00649053809508,1.00317537675722,1.34368683720386,1.0099763278773,1.00051361147055,1.32998540423522
"Oreocereus trollii",121514,56992,"UKESM1-0-LL",8.14780948011767,557578,1.22455783267827,1.22459292532285,1.22459292532285,1.28006649439571,1.26458679658311,1.28316901756176
"Oroya peruviana",53733,37866,"UKESM1-0-LL",1.27926061255182,136468,0.945544815929858,0.584006760682406,0.357840807056462,1.37342043064783,1.23287365306236,0.749074125770011
"Pachycereus pecten-aboriginum",467270,412618,"GFDL-ESM4",35.5830058375231,2224771,0.0739764140197471,0,0,0.0658334581719349,0,0
"Pachycereus pringlei",150941,139423,"UKESM1-0-LL",15.2779109852912,1089333,0.9580772182495,1.06037741262202,1.06799452027284,0.949669075996581,1.0527888380228,1.06075883954658
"Pachycereus weberi",126528,83486,"MPI-ESM1-2-HR",14.1463680692184,898524,0.0434923220659751,0,0,0.131623039959535,0,0
"Parodia erinacea",533756,484143,"UKESM1-0-LL",21.0712680488383,1663112,1.40708840156731,0.339587683804165,0.553861152593345,1.45481268594639,0.462143751077271,0.719028919581232
"Parodia horrida",27340,16953,"UKESM1-0-LL",3.3695059397866,266506,2.70960891877544,2.57346782280422,2.58420338583142,4.35175566934894,3.92988295537674,4.00256035113387
"Parodia langsdorfii",59290,38723,"MPI-ESM1-2-HR",2.10270734066501,140886,3.93512899310487,0,1.16297807504584,3.45694046213527,0,1.3046213526733
"Parodia maassii",96042,51478,"GFDL-ESM4",4.70180268258966,68729,0,0,0,0,0,0
"Parodia mammulosa",916521,855166,"UKESM1-0-LL",22.9392823616326,1917741,0.934358943175945,0.295732056700103,0.633623179593202,0.905391147611457,0.309984168393305,0.625800172609247
"Parodia microsperma",152558,89869,"GFDL-ESM4",12.8187707923458,400196,0.885789315559314,0.428468103572978,0,0.727965757285754,0.335964026796366,0
"Parodia ottonis",540138,479450,"MPI-ESM1-2-HR",17.6969995456514,894539,1.29952236938158,0.432989884242361,0.519789341954323,1.25387030721779,0.41164109912652,0.487082930658461
"Parodia stuemeri",41169,18795,"UKESM1-0-LL",8.40877591910995,431455,1.5854216546954,1.5854216546954,1.5854216546954,2.48740557215381,2.48740557215381,2.48740557215381
"Pediocactus simpsonii",1014767,904368,"GFDL-ESM4",17.1423486627606,1492678,0.584527537462626,1.33948237885463,1.25775126939476,0.57914279829754,1.32195568046655,1.24967899034951
"Pelecyphora alversonii",58443,19436,"GFDL-ESM4",3.31145698841175,351336,0,0,0,0,0,0
"Pelecyphora aselliformis",21717,6789,"UKESM1-0-LL",1.89716809291256,76602,0,0,0,0.336234286503661,0.0483492195054566,0
"Pelecyphora chihuahuensis",141192,89874,"MPI-ESM1-2-HR",8.13652645503745,739711,0,0,0,0,0,0
"Pelecyphora dasyacantha",698592,599189,"UKESM1-0-LL",15.8509247731111,1530277,0.876125896837225,1.22945347795103,1.24009452777004,0.894762608217672,1.20670291099812,1.21793121020567
"Pelecyphora emskoetteriana",172498,127690,"GFDL-ESM4",9.05368895907172,831587,1.55485942517033,0.376301981361109,0.0955204009711019,1.64387992904266,0.480121508655173,0.116192651509003
"Pelecyphora macromeris",593907,533256,"GFDL-ESM4",17.2819212338963,1489794,0.743275274914863,0.117046971810913,0.200633466852694,0.763927685647753,0.123283611743926,0.19437386661548
"Pelecyphora missouriensis",2439701,2310968,"GFDL-ESM4",37.5767490035,2960758,0.258421579182403,0.000174385798505215,0.0018291036483413,0.247849634033023,0.000165184176257664,0.00173258936238498
"Pelecyphora sneedii",249358,197275,"MPI-ESM1-2-HR",7.83192455813089,519867,0.965246483335445,1.01617032061843,0.0122316563173235,0.985338348879924,1.03431612380593,0.033586249488687
"Pelecyphora strobiliformis",47329,18653,"MPI-ESM1-2-HR",2.48419383948178,139900,1.12834396611805,0.639736235458103,1.3173216104648,1.1887003739779,0.654482452618902,1.8375414650637
"Pelecyphora tuberculosa",449098,357180,"MPI-ESM1-2-HR",16.0290454832277,1148425,1.33975026597234,1.33975026597234,1.33975026597234,1.35802653318429,1.35802653318429,1.35802653318429
"Pelecyphora vivipara",3257785,3131757,"UKESM1-0-LL",34.7347713309313,3351549,1.04401235472612,1.07187977866737,1.04569511619196,1.0832120597277,1.10939518722077,1.08110173016329
"Peniocereus greggii",720093,659156,"UKESM1-0-LL",11.7631011345049,1288085,0.87922130724745,0.774208229918259,0.887037362930778,0.929349403479828,0.819749671223023,0.936681789713273
"Peniocereus johnstonii",21628,12993,"UKESM1-0-LL",2.059182832854,196456,1.88894019856846,1.88894019856846,1.88894019856846,1.97022378398372,1.97022378398372,1.97022378398372
"Peniocereus striatus",170199,144301,"GFDL-ESM4",16.8959748080021,1301804,0.0110810042896446,0.0106374869197026,0.00778234385070097,0.0095535226411436,0.00901885439984959,0.00660403410125794
"Peniocereus viperinus",30626,15652,"UKESM1-0-LL",1.89591674923922,53326,0,0,0,0,0,0
"Pereskia aculeata",3064432,3012053,"MPI-ESM1-2-HR",32.0725067475102,1867661,1.25119976308518,1.39836251221343,1.18700434554106,1.25376839818929,1.40432517347424,1.19334871845745
"Pereskia bahiensis",451723,343691,"GFDL-ESM4",12.177051544478,714213,0.513606699040708,0.023774262346119,0.0325990497278078,0.427662527699497,0.0281677045445992,0.0254979268268386
"Pereskia diaz-romeroana",13109,4711,"GFDL-ESM4",1.99175237570584,204114,1.40352366801104,1.40352366801104,1.40352366801104,4.53726447478831,4.53726447478831,4.53726447478831
"Pereskia grandifolia",2425881,2317232,"GFDL-ESM4",23.5556951709077,1552509,0.210168425086482,0,0,0.200755519335037,0,0
"Pereskia horrida",56598,21895,"GFDL-ESM4",4.26868771814423,145563,0,0,0,0,0,0
"Pereskia weberiana",34795,18609,"UKESM1-0-LL",3.72535850102525,406450,3.25229727551185,3.25229727551185,3.25229727551185,3.61094984911625,3.61094984911625,3.61094984911625
"Pereskiopsis aquosa",139646,124706,"UKESM1-0-LL",11.0468485640662,650967,0.435472230686575,0.0650810706782352,0,0.550871489337324,0.158887472609312,0.0749824556378271
"Pereskiopsis blakeana",26519,16503,"MPI-ESM1-2-HR",2.79579797881221,129636,1.4089559474035,1.49021390050294,1.4015633521178,1.83819148535013,2.77774425883329,1.79512802141861
"Pereskiopsis kellermanii",59225,33078,"GFDL-ESM4",9.61961496727765,752766,0,0.00244875748231453,0,0,0.00238075137188687,0
"Pereskiopsis porteri",76248,56426,"MPI-ESM1-2-HR",16.3162823361739,910997,1.71777194910148,1.71778967142807,1.71778967142807,1.91193211625223,1.91194523135033,1.91194523135033
"Pereskiopsis rotundifolia",104819,88064,"UKESM1-0-LL",8.00373347423463,342512,0,0,0,0,0,0
"Pfeiffera ianthothele",293886,194751,"UKESM1-0-LL",13.8899335406857,975303,1.39271685382874,1.39271685382874,1.3923471509774,1.68338743594455,1.68589180838829,1.66061670171427
"Pfeiffera monacantha",181845,74988,"MPI-ESM1-2-HR",26.786471436938,1394524,0.875820131220995,0.978249853309863,0.560249639942391,0.936269900189722,0.990502900822129,0.715554455717782
"Pilosocereus arrabidae",9436,7355,"UKESM1-0-LL",3.45714648912235,409666,0.751733514615908,0.878042148198504,0.434398368456832,0.752331496396778,0.893175074183976,0.397520135650699
"Pilosocereus aurisetus",117069,97131,"GFDL-ESM4",4.94288596425654,297232,0.0738281290216306,0,0,0.0661575651965935,0,0
"Pilosocereus chrysacanthus",98852,61761,"MPI-ESM1-2-HR",13.7651552866372,896726,1.16082964977899,1.8427486601577,2.15828759249364,1.11246105288714,1.57658924452717,1.82939141342613
"Pilosocereus chrysostele",302357,224032,"MPI-ESM1-2-HR",11.3673502421164,821177,0.953564669332952,0.683313098128839,1.00258891586916,0.920643477743198,0.606700026789524,1.00243090121942
"Pilosocereus collinsii",15556,6523,"MPI-ESM1-2-HR",2.07187232448554,180067,0.652000613214778,0.600950482906638,0.743982829986203,1.26349961429673,1.06859089740293,1.5128567755207
"Pilosocereus colombianus",96512,79893,"UKESM1-0-LL",16.9725954913687,1155393,0.742443017535954,0.558772358028864,0.53108532662436,0.728199602122016,0.563225298408488,0.505709134615385
"Pilosocereus fulvilanatus",46678,31122,"MPI-ESM1-2-HR",1.80531893730046,153058,0,0,0,0,0,0
"Pilosocereus gaumeri",36015,20060,"UKESM1-0-LL",3.78271457208562,361221,0,0,0,0,0,0
"Pilosocereus leucocephalus",944046,842416,"MPI-ESM1-2-HR",26.0689013811998,1549159,0.914628876944408,1.0063555298095,0.275106360752882,0.923688040625139,1.01244642739866,0.314109693807293
"Pilosocereus pachycladus",1066563,1008187,"GFDL-ESM4",17.9481105827518,1160237,0.731680729864599,0.331971152177126,0.301045341786792,0.730402235967308,0.341559757838965,0.314403368577384
"Pilosocereus pentaedrophorus",448579,419123,"MPI-ESM1-2-HR",19.6254635468553,1380804,0.0365000250523116,0.000362662034772609,0,0.124354907385321,0.0384569941972317,0.00179901422046061
"Pilosocereus polygonus",83194,78053,"MPI-ESM1-2-HR",4.08353639572569,278973,0.0350146695194291,0.0205373272007482,0.000192177110424968,0.0419381205375388,0.0972065293170181,0.00520470226218237
"Pilosocereus purpusii",560088,506571,"GFDL-ESM4",19.0345277023604,1216597,0.0291331323743365,0,0,0.0569464084215338,0,0
"Pilosocereus vilaboensis",67325,37273,"MPI-ESM1-2-HR",2.5662134702193,201563,1.91940546776487,2.96756365197328,2.96756365197328,1.26305235796509,2.64164871890085,2.64164871890085
"Polaskia chende",34325,12811,"UKESM1-0-LL",4.86215238781202,297680,1.22308953243307,1.22308953243307,1.22308953243307,2.31303714493809,2.31303714493809,2.31303714493809
"Polaskia chichipe",34768,7974,"GFDL-ESM4",4.84813150151537,426292,0.978304489591171,1.08327062954602,1.01830950589416,1.31465715600552,1.54826277036355,1.4054302807179
"Pseudorhipsalis amazonica",2048590,2023691,"MPI-ESM1-2-HR",50.9739922593993,2388899,0.614252373509592,0.229564691447459,0.103185713629205,0.609750120814804,0.228160832572648,0.101931572447391
"Pseudorhipsalis himantoclada",10257,6745,"MPI-ESM1-2-HR",19.8685953703216,26653,0,0,0.0452186805040771,1.2548503461051,0.575704396997173,1.32738617529492
"Pterocereus gaumeri",39638,18518,"GFDL-ESM4",1.14301916797194,72030,0.390538935090183,0.893779025812723,1.10551895453073,0.529895554770675,1.16463999192694,1.27980725566376
"Quiabentia verticillata",333451,286179,"GFDL-ESM4",12.877773752311,669423,0.0143895953232068,0,0,0.0186204269892728,0,0
"Quiabentia zehntneri",216887,167684,"GFDL-ESM4",4.22634660882778,298600,1.86771546480284,1.86771546480284,1.86771546480284,1.90385776925311,1.94708765393961,1.94708765393961
"Rapicactus beguinii",96425,56773,"GFDL-ESM4",8.18444363725722,781813,0,0,0,0,0,0
"Rauhocereus riosaniensis",73321,33262,"UKESM1-0-LL",8.62760112173679,842182,0.629006072996212,0.805904635920871,0.9797366364019,0.429426767229034,0.552815700822411,0.753276687442888
"Rebutia minuscula",32632,10697,"UKESM1-0-LL",8.81805436841836,691855,0.639525100495466,0.778629522295971,1.03187809666262,0.65273351311596,0.893969110075999,1.19370556508948
"Rebutia ritteri",29189,12474,"MPI-ESM1-2-HR",4.65878350668311,159868,0,0,0,0,0,0
"Rhipsalidopsis gaertneri",89264,57196,"UKESM1-0-LL",12.2033614711375,716342,1.46567941814113,1.4238932792503,1.00293726834044,1.64211776303997,1.62727415307403,1.2836417816813
"Rhipsalis campos-portoana",159280,135926,"GFDL-ESM4",12.0230804938507,965863,1.14927239821668,1.0213424951812,1.19712196342127,1.16393771973882,1.02203666499247,1.19893269713712
"Rhipsalis cereuscula",2502967,2464369,"MPI-ESM1-2-HR",22.4472166202199,1223290,1.07871061517167,1.33996248126802,1.66400039929085,1.07712646630978,1.34138524399243,1.64863220330112
"Rhipsalis clavata",97155,78936,"UKESM1-0-LL",4.53704194043434,578741,0,0,0,0,0,0
"Rhipsalis elliptica",250104,219848,"UKESM1-0-LL",24.6793284256353,1886456,0.680542920563298,1.09273679997089,1.38519340635348,0.717693439529156,1.0792350382241,1.32793158046253
"Rhipsalis floccosa",3066474,2981263,"UKESM1-0-LL",52.2493517892618,3511939,0.763005477879677,1.56117256344039,1.68398494195245,0.760051120603012,1.54424495365035,1.66548583160986
"Rhipsalis hileiabaiana",89157,49986,"UKESM1-0-LL",3.26543935819639,321459,0,0,0,0,0,0
"Rhipsalis juengeri",91953,76670,"MPI-ESM1-2-HR",10.859318778852,789700,0.0648623972870745,0,0,0.136743771274455,0,0
"Rhipsalis lindbergiana",799441,752115,"GFDL-ESM4",18.7293472373975,1233217,1.11712570551046,1.2893799485451,1.29119217140996,1.11863664735734,1.29005892867641,1.29055302392547
"Rhipsalis neves-armondii",287808,260979,"GFDL-ESM4",11.8791661241251,880910,0.291088555017837,0.030247644446488,0.00757915387828139,0.397598398932622,0.0362046920169002,0.00863422837447187
"Rhipsalis oblonga",187532,164453,"UKESM1-0-LL",5.54555747142275,607421,0,0,0,0,0,0
"Rhipsalis pachyptera",171764,141240,"UKESM1-0-LL",18.774711758687,1490676,0.877740016992353,0.872585669781931,0.976883319173039,0.891805034815212,0.887770429193545,0.967065275610722
"Rhipsalis paradoxa",473924,429120,"GFDL-ESM4",21.4290331818248,1537185,0.935789522744221,1.14870199478002,1.25160561148397,0.934027396797799,1.13141558562132,1.23166372667348
"Rhipsalis pulchra",30559,24643,"MPI-ESM1-2-HR",9.6763986616864,840986,0.0949153917948302,0,0,0.23848947936778,0,0
"Rhipsalis puniceodiscus",204203,178364,"UKESM1-0-LL",17.2678484181379,1301060,0.42529882711758,0.241455674911978,0.115264291000426,0.415674598316381,0.240559639182578,0.12441541015558
"Rhipsalis teres",577214,480961,"GFDL-ESM4",30.8173704734266,1849111,0.970579735155241,0.781310750767734,0.930961138221186,0.998783813282422,0.838411750234748,0.926486537055581
"Rhipsalis trigonoides",68982,45502,"UKESM1-0-LL",1.85495993138439,94972,1.10441299283548,1.09869895828755,0.930486572018812,1.23419152822475,1.22168101823664,0.942057348293758
"Rhipsalis tucumanensis",182476,132605,"UKESM1-0-LL",12.3724851603477,952830,3.17428452924098,3.17428452924098,3.17413370536556,2.9963556851312,2.99899164821675,2.98919309936649
"Sclerocactus brevihamatus",222393,137590,"MPI-ESM1-2-HR",5.09863883997559,462710,0,0,0,0,0,0
"Sclerocactus cloverae",27671,13246,"UKESM1-0-LL",1.07049468688549,196702,0.216291710705119,0.792465650007549,0.673335346519704,0.211774059484659,1.20949730765061,0.646127714936215
"Sclerocactus erectocentrus",97756,39642,"MPI-ESM1-2-HR",2.60949155185717,312331,0.0119317895161697,0,0,0.0324481361757846,0,0
"Sclerocactus intertextus",397091,343466,"GFDL-ESM4",6.95026396367109,647069,1.02433719785947,1.32901073177549,1.32901073177549,1.07863185013007,1.37363979541213,1.37363979541213
"Sclerocactus johnsonii",193491,135171,"GFDL-ESM4",6.5321027025136,700836,1.81607741305458,1.81607741305458,1.81419831176806,1.7182142838685,1.7182142838685,1.71001752019474
"Sclerocactus papyracanthus",157444,101897,"UKESM1-0-LL",0.985463128451275,175347,1.24535560418854,1.5754045752083,1.16296848778669,1.04846167526232,1.31041513172938,0.954606082162547
"Sclerocactus parviflorus",204413,163641,"MPI-ESM1-2-HR",8.40488375141543,656932,0.209061298818756,1.48629011066909,1.48629011066909,0.27756062481349,1.66861696663128,1.66606331299868
"Sclerocactus polyancistrus",78756,59738,"UKESM1-0-LL",7.86759084520553,689029,0.264973718571094,0.276490675951656,0.969868425457833,0.469488039006552,0.633399360048758,1.20558433643151
"Sclerocactus scheeri",305644,260913,"GFDL-ESM4",17.6864702197925,1229142,0.0722386389332843,0,0,0.0660016228029996,0,0
"Sclerocactus unguispinus",150271,119326,"GFDL-ESM4",6.60722094201084,652532,1.1528334143439,0.599793842079681,0.386487437775506,1.16725782087029,0.488104823951394,0.368287959752713
"Sclerocactus warnockii",70206,43865,"UKESM1-0-LL",2.89612546831603,315167,3.92732246665907,3.92732246665907,3.92732246665907,3.39753012563029,3.39753012563029,3.39753012563029
"Sclerocactus whipplei",53136,24802,"GFDL-ESM4",1.21266911389983,97047,0,0,0,0,0,0
"Sclerocactus wrightiae",10357,3316,"GFDL-ESM4",1.34572091066017,125734,1.17762364294331,1.17762364294331,1.17762364294331,2.7391136429468,2.86289466061601,3.51153809018055
"Selenicereus costaricensis",47605,37011,"UKESM1-0-LL",23.3976652660323,950076,0,0,0,0,0,0
"Selenicereus monacanthus",135132,109340,"GFDL-ESM4",23.9129883464583,1748536,1.82997987927565,1.83357417230657,1.83357417230657,1.80077257792381,1.83951247668946,1.83951247668946
"Selenicereus ocamponis",504822,430024,"GFDL-ESM4",19.7225834558552,1489619,0.0364700574851636,0,0,0.0310663956800615,0,0
"Selenicereus setaceus",4588554,4524979,"MPI-ESM1-2-HR",32.1158008084486,2375288,1.05221305999431,1.02190352706609,0.0426866069433692,1.05144452914796,1.02151113400867,0.0449854137054942
"Selenicereus spinulosus",429898,354935,"MPI-ESM1-2-HR",43.7814423260278,2907601,1.23055207291476,0.276092805724992,0.128310817473622,1.20416238270473,0.30546780864298,0.137281401634806
"Selenicereus triangularis",65306,57429,"UKESM1-0-LL",19.9573248615793,1760917,1.43774051437427,1.52417768026607,1.52417768026607,1.42496860931614,1.5009800018375,1.5009800018375
"Selenicereus vagans",549581,523044,"UKESM1-0-LL",17.8503999993612,1436663,1.24828503911717,1.26727005758598,1.29783153998516,1.27673809684105,1.27424164954756,1.31500907054647
"Soehrensia candicans",485271,390890,"GFDL-ESM4",28.3911357927504,1857136,0.890467906572181,0.823139502161733,1.21910767735168,0.868681623257932,0.856138116639981,1.29438190207121
"Soehrensia formosa",363431,315373,"MPI-ESM1-2-HR",30.5165243519824,1763223,0.988242493808918,1.47591899116285,1.48949656438566,1.26487283693466,1.78216497767114,1.80782046660852
"Soehrensia schickendantzii",142857,96025,"MPI-ESM1-2-HR",23.9572741651048,1190868,0.743504295756313,0.2681489195522,0,0.733572733572734,0.184401184401184,0
"Soehrensia strigosa",153018,98548,"UKESM1-0-LL",3.90236985290574,297479,0.0108678004627187,0.049701668222592,0.267666517839023,0.0080513403651858,0.0418055392176084,0.229809564887791
"Soehrensia tarijensis",254290,221939,"GFDL-ESM4",18.1177060890103,458407,0.00415429464852955,0.857645569278045,0.918707392571833,0.00565102835345472,0.807802115694679,0.896118604742617
"Soehrensia volliana",60588,37698,"UKESM1-0-LL",6.06397444228881,370970,0,0,0,0.00519904931669638,0,0
"Stenocactus coptonogonus",82961,47811,"MPI-ESM1-2-HR",2.99020927027483,326983,2.58773085691577,2.59318985170777,2.59318985170777,2.37430840997577,2.38261351719483,2.38261351719483
"Stenocactus crispatus",203093,135115,"MPI-ESM1-2-HR",6.63480696651987,676859,1.16431928357325,0.96611775154498,1.63460015542316,1.16653454328805,0.939362754994018,1.60530397404145
"Stenocactus dichroacanthus",189146,128792,"UKESM1-0-LL",8.29299302140449,568732,1.55933598360147,1.80917292999565,1.95020653456736,1.44647520962643,1.70158501898005,1.81474099372971
"Stenocactus lamellosus",86344,69056,"MPI-ESM1-2-HR",5.28913491529461,314194,0.321072752548656,0,0,0.610395626795145,0,0
"Stenocactus multicostatus",266071,221921,"GFDL-ESM4",11.2119491184165,978514,0.608446248890371,0.605490242023062,0.486303684644536,0.643448553205723,0.618233479033792,0.501050471490692
"Stenocactus ochoterenianus",106524,61193,"UKESM1-0-LL",4.21124961153777,362963,1.13986893925776,1.79213308711781,2.09855702449627,1.05189440877173,1.58793323570275,1.94616236716608
"Stenocactus pentacanthus",127517,94797,"MPI-ESM1-2-HR",7.63664131918972,550147,0,0,0,0.00210952265188171,0,0
"Stenocactus phyllacanthus",138445,89320,"MPI-ESM1-2-HR",6.09755317095638,456955,1.21361397223466,1.01297581728616,1.55347066726377,1.28065296688216,0.957456029470187,1.6409187764094
"Stenocereus alamosensis",118678,90841,"UKESM1-0-LL",14.8646803942721,1152306,0.552426767648969,0.776125317863079,0.960194185444898,0.712667891268811,0.865686984950875,1.06117393282664
"Stenocereus beneckei",34604,14572,"UKESM1-0-LL",1.4433904322221,56188,0.825830359593741,0.858632994784518,0.876612681855613,0.946277886949486,1.04727777135591,1.03230840365276
"Stenocereus chacalapensis",7966,2996,"MPI-ESM1-2-HR",1.21518592888019,109093,0.0320427236315087,0,0,0.962967612352498,0.188676876726086,0.36417273412001
"Stenocereus eruca",8747,6441,"MPI-ESM1-2-HR",1.51974283198146,102332,1.34575376494333,1.34249340164571,1.35646638720696,2.93906482222476,2.97507716931519,3.22510575054304
"Stenocereus fricii",8640,8143,"UKESM1-0-LL",1.0449962833343,58571,0,0,0,0.0756944444444444,0,0
"Stenocereus griseus",1509846,1421094,"UKESM1-0-LL",37.8163506853996,2868634,0.14521769847737,0.0407692946420152,0.0178425916934418,0.145490334775865,0.040439223602937,0.0184012144284914
